time	gasCreateUserMean(2)	gasCreateUserStd(3)	gasCreateProposalMean(4)	gasCreateProposalStd(5)	gasVoteMean(6)	gasVoteStd(7)	gasTotalMean(8)	gasTotalStd(9)	createProposalMean(10)	createProposalStd(11)	createUserMean(12)	createUserStd(13)	voteMean(14)	voteStd(15)	totProposal(16)	avgProposal(17)	minProposal(18)	maxProposal(19)	stdProposal(20)	totVote(21)	avgVote(22)	minVote(23)	maxVote(24)	stdVote(25)	totUser(26)	avgUser(27)	minUser(28)	maxUser(29)	stdUser(30)	totAggrProposal(31)	totAggrVote(32)	totAggrUser(33)
57600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
61200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
64800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
68400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
72000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
75600	643.8	284.29871614201846	0.0	0.0	0.0	0.0	643.8	284.29871614201846	0.0	0.0	5.8	2.5612496949731396	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	29	5.8	2	9	2.5612496949731396	0	0	29
79200	3907.2	576.3455213671743	2222.2	4444.4	12.6	25.200000000000003	6142.0	4763.496740840703	0.2	0.4000000000000001	41.0	5.403702434442518	4.2	8.399999999999999	1	0.2	0	1	0.4000000000000001	21	4.2	0	21	8.399999999999999	205	41.0	36	51	5.403702434442518	1	21	176
82800	5838.6	458.2028371802165	6666.6	8888.8	78.6	102.46482323217076	12583.8	9063.723813091394	0.8	1.1661903789690604	93.6	3.4985711369071804	30.4	41.50469852920269	4	0.8	0	3	1.1661903789690604	152	30.4	0	105	41.50469852920269	468	93.6	88	99	3.4985711369071804	3	131	263
86400	6771.0	583.1462938234281	4444.4	8888.8	120.6	162.9350790959393	11336.0	9064.137289339786	1.2	1.1661903789690602	154.6	5.851495535331117	70.6	62.544704012410186	6	1.2	0	3	1.1661903789690602	353	70.6	0	146	62.544704012410186	773	154.6	148	163	5.851495535331117	2	201	305
90000	9967.8	776.6827923933939	8888.8	8314.711044889053	325.8	249.34746840503513	19182.4	8532.689062657799	2.0	1.4142135623730951	244.4	8.452218643646177	179.2	112.10958924195558	10	2.0	0	4	1.4142135623730951	896	179.2	0	319	112.10958924195558	1222	244.4	235	258	8.452218643646177	4	543	449
93600	9812.4	375.43606646138835	2222.2	4444.4	180.6	171.062093989288	12215.2	4543.22429118352	2.2	1.32664991614216	332.8	10.49571341072154	239.4	125.97555318394122	11	2.2	0	4	1.32664991614216	1197	239.4	0	361	125.97555318394122	1664	332.8	319	346	10.49571341072154	1	301	442
97200	13186.8	435.0293783182924	11111.0	14054.426832852345	631.8	653.3848483091722	24929.6	14552.754771520064	3.2	2.1354156504062622	451.6	13.380582946942184	450.0	295.53544626660266	16	3.2	0	6	2.1354156504062622	2250	450.0	0	846	295.53544626660266	2258	451.6	435	469	13.380582946942184	5	1053	594
100800	12454.2	1238.831610833369	4444.4	8888.8	418.2	586.7638025645413	17316.8	9977.34069579665	3.6	2.0591260281974	563.8	14.441606558828557	589.4	326.5361235759376	18	3.6	0	6	2.0591260281974	2947	589.4	0	901	326.5361235759376	2819	563.8	546	589	14.441606558828557	2	697	561
104400	14452.2	429.3275672490645	4444.4	5443.2561064127785	538.8	417.6344813350545	19435.4	6167.8330911268995	4.0	2.0	694.0	12.915107432770352	769.0	278.4693879046672	20	4.0	1	7	2.0	3845	769.0	343	1089	278.4693879046672	3470	694.0	676	714	12.915107432770352	2	898	651
