time	gasCreateUserMean(2)	gasCreateUserStd(3)	gasCreateProposalMean(4)	gasCreateProposalStd(5)	gasVoteMean(6)	gasVoteStd(7)	gasTotalMean(8)	gasTotalStd(9)	createProposalMean(10)	createProposalStd(11)	createUserMean(12)	createUserStd(13)	voteMean(14)	voteStd(15)	totProposal(16)	avgProposal(17)	minProposal(18)	maxProposal(19)	stdProposal(20)	totVote(21)	avgVote(22)	minVote(23)	maxVote(24)	stdVote(25)	totUser(26)	avgUser(27)	minUser(28)	maxUser(29)	stdUser(30)	totAggrProposal(31)	totAggrVote(32)	totAggrUser(33)
0	1392000.0	256000.0	672000.0	361297.6612157903	0.0	0.0	2064000.0	523473.01745171164	3.2	1.7204650534085253	17.4	3.1999999999999997	0.0	0.0	16	3.2	1	6	1.7204650534085253	0	0.0	0	0	0.0	87	17.4	12	21	3.1999999999999997	16	0	87
3600	1488000.0	397109.5566717074	630000.0	351397.2111443117	0.0	0.0	2118000.0	713901.9540525156	6.2	2.4000000000000004	36.0	8.049844718999243	0.0	0.0	31	6.2	3	9	2.4000000000000004	0	0.0	0	0	0.0	180	36.0	21	44	8.049844718999243	15	0	93
7200	1248000.0	445708.42486989184	840000.0	375659.4202199647	0.0	0.0	2088000.0	792928.7483752875	10.2	3.1240998703626617	51.6	10.707007051459337	0.0	0.0	51	10.2	6	14	3.1240998703626617	0	0.0	0	0	0.0	258	51.6	36	66	10.707007051459337	20	0	78
10800	1360000.0	133865.6042454521	546000.0	314299.2204890111	0.0	0.0	1906000.0	396262.53923377616	12.8	3.7629775444453557	68.6	9.624967532412773	0.0	0.0	64	12.8	7	17	3.7629775444453557	0	0.0	0	0	0.0	343	68.6	56	83	9.624967532412773	13	0	85
14400	1424000.0	211054.4953323667	924000.0	557192.9647797071	0.0	0.0	2348000.0	686975.982112912	17.2	4.578209256903839	86.4	11.534296684236972	0.0	0.0	86	17.2	10	23	4.578209256903839	0	0.0	0	0	0.0	432	86.4	73	106	11.534296684236972	22	0	89
18000	1440000.0	331783.06165324355	714000.0	507487.930890972	0.0	0.0	2154000.0	814434.7733244203	20.6	4.586937976471886	104.4	12.338557452149745	0.0	0.0	103	20.6	15	28	4.586937976471886	0	0.0	0	0	0.0	522	104.4	88	124	12.338557452149745	17	0	90
21600	1264000.0	217034.55946000858	756000.0	284857.85929126124	2240000.0	1786169.0849412885	4260000.0	1447743.0711282992	24.2	5.455272678794342	120.2	14.330387294138285	22.4	17.861690849412884	121	24.2	19	34	5.455272678794342	112	22.4	0	40	17.861690849412884	601	120.2	101	143	14.330387294138285	18	112	79
25200	1376000.0	402869.7059844535	588000.0	336000.0	4660000.0	2572625.1184344757	6624000.0	3102602.778313718	27.0	5.059644256269407	137.4	16.95405556201819	69.0	8.694826047713663	135	27.0	21	36	5.059644256269407	345	69.0	57	80	8.694826047713663	687	137.4	114	159	16.95405556201819	14	233	86
28800	1344000.0	274342.8511917159	546000.0	214158.81957089697	840000.0	185472.36990991406	2730000.0	555661.7676248745	29.6	5.2	154.2	16.773789077009404	77.4	8.499411744350311	148	29.6	23	39	5.2	387	77.4	68	87	8.499411744350311	771	154.2	135	173	16.773789077009404	13	42	84
32400	1360000.0	311897.41903388686	336000.0	214158.81957089697	860000.0	205912.60281974002	2556000.0	710678.5489938471	31.2	5.3814496188294845	171.2	13.5705563629499	86.0	6.782329983125268	156	31.2	25	41	5.3814496188294845	430	86.0	78	95	6.782329983125268	856	171.2	155	189	13.5705563629499	8	43	85
36000	1376000.0	170833.25203250098	588000.0	244899.97958350263	840000.0	120000.0	2804000.0	273247.1408816568	34.0	4.732863826479693	188.4	15.02797391533536	94.4	7.552483035399683	170	34.0	29	43	4.732863826479693	472	94.4	84	104	7.552483035399683	942	188.4	168	207	15.02797391533536	14	42	86
39600	1536000.0	244752.93665245367	630000.0	265631.3234541439	980000.0	160000.0	3146000.0	638924.0956483015	37.0	4.0	207.6	14.880860190190619	104.2	7.6000000000000005	185	37.0	32	44	4.0	521	104.2	92	112	7.6000000000000005	1038	207.6	184	223	14.880860190190619	15	49	96
43200	1568000.0	250950.19426172995	588000.0	336000.0	1120000.0	116619.03789690601	3276000.0	509886.2618270863	39.8	3.867815921162743	227.2	17.2441294358399	115.4	6.974238309665077	199	39.8	36	47	3.867815921162743	577	115.4	104	122	6.974238309665077	1136	227.2	200	244	17.2441294358399	14	56	98
46800	1520000.0	262906.8276024797	756000.0	314299.2204890111	3780000.0	1916663.7681137503	6056000.0	2345289.7475578575	43.4	3.006659275674582	246.2	15.315351775261318	153.2	14.288456879593403	217	43.4	39	48	3.006659275674582	766	153.2	131	171	14.288456879593403	1231	246.2	225	264	15.315351775261318	18	189	95
50400	1760000.0	417228.95393296954	714000.0	489799.95916700526	5120000.0	2941020.2311442876	7594000.0	2998330.201962419	46.8	3.9698866482558417	268.2	16.302147097851865	204.4	19.15828802372488	234	46.8	42	51	3.9698866482558417	1022	204.4	173	223	19.15828802372488	1341	268.2	241	284	16.302147097851865	17	256	110
