time	gasCreateUserMean(2)	gasCreateUserStd(3)	gasTotalMean(4)	gasTotalStd(5)	createUserMean(6)	createUserStd(7)	totProposal(8)	avgProposal(9)	minProposal(10)	maxProposal(11)	stdProposal(12)	totVote(13)	avgVote(14)	minVote(15)	maxVote(16)	stdVote(17)	totUser(18)	avgUser(19)	minUser(20)	maxUser(21)	stdUser(22)	totAggrProposal(23)	totAggrVote(24)	totAggrUser(25)
0	1.74224E8	1312000.0	1.74224E8	1312000.0	2177.8	16.4	0	0.0	0	0	0.0	0	0.0	0	0	0.0	10889	2177.8	2158	2202	16.4	0	0	10889
3600	2.88E8	0.0	2.88E8	0.0	5777.8	16.4	0	0.0	0	0	0.0	0	0.0	0	0	0.0	28889	5777.8	5758	5802	16.4	0	0	18000
7200	2.88E8	0.0	2.88E8	0.0	9377.8	16.400000000000002	0	0.0	0	0	0.0	0	0.0	0	0	0.0	46889	9377.8	9358	9402	16.400000000000002	0	0	18000
10800	2.85856E8	366256.7405523071	2.85856E8	366256.7405523071	12951.0	18.143869488066763	0	0.0	0	0	0.0	0	0.0	0	0	0.0	64755	12951.0	12928	12973	18.143869488066763	0	0	17866
14400	2.4216E8	2418594.633252956	2.4216E8	2418594.633252956	15978.0	36.99729719857925	0	0.0	0	0	0.0	0	0.0	0	0	0.0	79890	15978.0	15923	16030	36.99729719857925	0	0	15135
18000	1.94272E8	1391724.1105908887	1.94272E8	1391724.1105908887	18406.4	35.22839763599815	0	0.0	0	0	0.0	0	0.0	0	0	0.0	92032	18406.4	18353	18460	35.22839763599815	0	0	12142
21600	1.57056E8	1079733.3004033912	1.57056E8	1079733.3004033912	20369.6	28.401408415781077	0	0.0	0	0	0.0	0	0.0	0	0	0.0	101848	20369.6	20327	20404	28.401408415781077	0	0	9816
25200	1.2608E8	1364228.719826701	1.2608E8	1364228.719826701	21945.6	30.150290214191966	0	0.0	0	0	0.0	0	0.0	0	0	0.0	109728	21945.6	21892	21974	30.150290214191966	0	0	7880
28800	1.03088E8	1731108.3155019502	1.03088E8	1731108.3155019502	23234.2	27.257292602164288	0	0.0	0	0	0.0	0	0.0	0	0	0.0	116171	23234.2	23201	23284	27.257292602164288	0	0	6443
32400	8.5904E7	2253899.7315763626	8.5904E7	2253899.7315763626	24308.0	35.70434147271169	0	0.0	0	0	0.0	0	0.0	0	0	0.0	121540	24308.0	24242	24347	35.70434147271169	0	0	5369
36000	7.2048E7	649134.8088032254	7.2048E7	649134.8088032254	25208.6	38.676090805560996	0	0.0	0	0	0.0	0	0.0	0	0	0.0	126043	25208.6	25143	25258	38.676090805560996	0	0	4503
39600	6.1088E7	1911045.786997266	6.1088E7	1911045.786997266	25972.2	34.58554611394766	0	0.0	0	0	0.0	0	0.0	0	0	0.0	129861	25972.2	25936	26038	34.58554611394766	0	0	3818
43200	5.2288E7	1182918.4249135694	5.2288E7	1182918.4249135694	26625.8	37.679702758912526	0	0.0	0	0	0.0	0	0.0	0	0	0.0	133129	26625.8	26573	26684	37.679702758912526	0	0	3268
