time	gasCreateUserMean(2)	gasCreateUserStd(3)	gasTotalMean(4)	gasTotalStd(5)	createUserMean(6)	createUserStd(7)	totProposal(8)	avgProposal(9)	minProposal(10)	maxProposal(11)	stdProposal(12)	totVote(13)	avgVote(14)	minVote(15)	maxVote(16)	stdVote(17)	totUser(18)	avgUser(19)	minUser(20)	maxUser(21)	stdUser(22)	totAggrProposal(23)	totAggrVote(24)	totAggrUser(25)
0	944000.0	185213.39044464362	944000.0	185213.39044464362	11.8	2.315167380558045	0	0.0	0	0	0.0	0	0.0	0	0	0.0	59	11.8	9	15	2.315167380558045	0	0	59
3600	752000.0	260952.10288480145	752000.0	260952.10288480145	21.2	3.370459909270543	0	0.0	0	0	0.0	0	0.0	0	0	0.0	106	21.2	17	27	3.370459909270543	0	0	47
7200	992000.0	179599.55456514918	992000.0	179599.55456514918	33.6	3.7202150475476548	0	0.0	0	0	0.0	0	0.0	0	0	0.0	168	33.6	29	38	3.7202150475476548	0	0	62
10800	880000.0	101192.88512538814	880000.0	101192.88512538814	44.6	3.7202150475476548	0	0.0	0	0	0.0	0	0.0	0	0	0.0	223	44.6	40	49	3.7202150475476548	0	0	55
14400	816000.0	222854.21243494592	816000.0	222854.21243494592	54.8	2.7856776554368237	0	0.0	0	0	0.0	0	0.0	0	0	0.0	274	54.8	52	60	2.7856776554368237	0	0	51
18000	768000.0	108517.27973000429	768000.0	108517.27973000429	64.4	3.9293765408777004	0	0.0	0	0	0.0	0	0.0	0	0	0.0	322	64.4	61	72	3.9293765408777004	0	0	48
21600	832000.0	275274.40854536404	832000.0	275274.40854536404	74.8	6.881860213634101	0	0.0	0	0	0.0	0	0.0	0	0	0.0	374	74.8	67	87	6.881860213634101	0	0	52
25200	704000.0	386657.4711550263	704000.0	386657.4711550263	83.6	10.594338110519223	0	0.0	0	0	0.0	0	0.0	0	0	0.0	418	83.6	69	102	10.594338110519223	0	0	44
28800	816000.0	222854.21243494592	816000.0	222854.21243494592	93.8	8.97552226892675	0	0.0	0	0	0.0	0	0.0	0	0	0.0	469	93.8	83	110	8.97552226892675	0	0	51
32400	848000.0	250950.19426172995	848000.0	250950.19426172995	104.4	10.44222198576529	0	0.0	0	0	0.0	0	0.0	0	0	0.0	522	104.4	90	121	10.44222198576529	0	0	53
36000	912000.0	250950.19426172995	912000.0	250950.19426172995	115.8	12.383860464330175	0	0.0	0	0	0.0	0	0.0	0	0	0.0	579	115.8	96	134	12.383860464330175	0	0	57
39600	976000.0	340916.4120426003	976000.0	340916.4120426003	128.0	11.489125293076057	0	0.0	0	0	0.0	0	0.0	0	0	0.0	640	128.0	111	147	11.489125293076057	0	0	61
43200	1104000.0	254998.03920814765	1104000.0	254998.03920814765	141.8	12.023310692151309	0	0.0	0	0	0.0	0	0.0	0	0	0.0	709	141.8	121	158	12.023310692151309	0	0	69
46800	736000.0	106131.9932913728	736000.0	106131.9932913728	151.0	12.727922061357855	0	0.0	0	0	0.0	0	0.0	0	0	0.0	755	151.0	130	169	12.727922061357855	0	0	46
50400	1056000.0	93295.23031752481	1056000.0	93295.23031752481	164.2	13.46699669562594	0	0.0	0	0	0.0	0	0.0	0	0	0.0	821	164.2	143	184	13.46699669562594	0	0	66
54000	768000.0	148377.89592793127	768000.0	148377.89592793127	173.8	13.99142594591416	0	0.0	0	0	0.0	0	0.0	0	0	0.0	869	173.8	151	192	13.99142594591416	0	0	48
57600	768000.0	297617.2038038124	768000.0	297617.2038038124	183.4	10.669582934679312	0	0.0	0	0	0.0	0	0.0	0	0	0.0	917	183.4	166	198	10.669582934679312	0	0	48
61200	944000.0	305260.5444534226	944000.0	305260.5444534226	195.2	12.96765206195786	0	0.0	0	0	0.0	0	0.0	0	0	0.0	976	195.2	172	209	12.96765206195786	0	0	59
64800	896000.0	117575.50765359255	896000.0	117575.50765359255	206.4	12.986146464598342	0	0.0	0	0	0.0	0	0.0	0	0	0.0	1032	206.4	183	219	12.986146464598342	0	0	56
68400	736000.0	163168.62443496913	736000.0	163168.62443496913	215.6	13.690872872099865	0	0.0	0	0	0.0	0	0.0	0	0	0.0	1078	215.6	192	230	13.690872872099865	0	0	46
72000	1120000.0	320000.0	1120000.0	320000.0	229.6	15.134067529914091	0	0.0	0	0	0.0	0	0.0	0	0	0.0	1148	229.6	201	245	15.134067529914091	0	0	70
