time	gasCreateKittyMean(2)	gasCreateKittyStd(3)	gasTransferKittyMean(4)	gasTransferKittyStd(5)	gasTotalMean(6)	gasTotalStd(7)	transferKittyMean(8)	transferKittyStd(9)	createKittyMean(10)	createKittyStd(11)	totKitty(12)	avgKitty(13)	minKitty(14)	maxKitty(15)	stdKitty(16)
137640	0.0	0.0	153.6	93.62392856529787	153.6	93.62392856529787	9585.6	84.03713464891577	0.8	0.7483314773547883	47932	9586.4	9484	9678	83.53346634732692
137700	0.0	0.0	121.6	51.2	121.6	51.2	9589.4	83.85368208969717	0.8	0.7483314773547883	47951	9590.2	9488	9682	83.35082483095174
137760	0.0	0.0	140.8	32.633724886993825	140.8	32.633724886993825	9593.8	83.27640722317456	0.8	0.7483314773547883	47973	9594.6	9494	9685	82.76859307732613
137820	0.0	0.0	128.0	60.71573107523288	128.0	60.71573107523288	9597.8	83.70280759926754	0.8	0.7483314773547883	47993	9598.6	9496	9689	83.19759611911873
137880	0.0	0.0	185.6	89.14168497397837	185.6	89.14168497397837	9603.6	83.72956467102883	0.8	0.7483314773547883	48022	9604.4	9502	9693	83.21682522182638
137940	0.0	0.0	153.6	37.31809212700992	153.6	37.31809212700992	9608.4	84.04903330794471	0.8	0.7483314773547883	48046	9609.2	9508	9699	83.53538172535038
138000	0.0	0.0	102.4	42.45279731654912	102.4	42.45279731654912	9611.6	84.18693485333695	0.8	0.7483314773547883	48062	9612.4	9509	9702	83.67699803410731
138060	0.0	0.0	140.8	100.38007770469198	140.8	100.38007770469198	9616.0	83.51766280254733	0.8	0.7483314773547883	48084	9616.8	9515	9708	83.00698765766651
138120	0.0	0.0	134.4	55.05488170907281	134.4	55.05488170907281	9620.2	82.75602697084969	0.8	0.7483314773547883	48105	9621.0	9518	9710	82.23624505046422
138180	0.0	0.0	128.0	57.243340223994615	128.0	57.243340223994615	9624.2	82.91055421356198	0.8	0.7483314773547883	48125	9625.0	9521	9715	82.39174715953048
138240	0.0	0.0	102.4	51.2	102.4	51.2	9627.4	82.66704300989602	0.8	0.7483314773547883	48141	9628.2	9523	9718	82.14475028874335
138300	0.0	0.0	128.0	53.546241698180836	128.0	53.546241698180836	9631.4	83.40407663897491	0.8	0.7483314773547883	48161	9632.2	9525	9721	82.87436274264799
138360	0.0	0.0	134.4	31.35346870762468	134.4	31.35346870762468	9635.6	82.68639549526874	0.8	0.7483314773547883	48182	9636.4	9530	9724	82.15497550361755
138420	0.0	0.0	76.8	59.3511583711725	76.8	59.3511583711725	9638.0	81.75818001888251	0.8	0.7483314773547883	48194	9638.8	9536	9726	81.23398303665776
138480	0.0	0.0	140.8	91.85728060420688	140.8	91.85728060420688	9642.4	83.24085535360625	0.8	0.7483314773547883	48216	9643.2	9540	9732	82.71976789135715
138540	0.0	0.0	160.0	45.254833995939045	160.0	45.254833995939045	9647.4	82.98096167194015	0.8	0.7483314773547883	48241	9648.2	9544	9738	82.46065728576265
138600	0.0	0.0	128.0	35.05424368033063	128.0	35.05424368033063	9651.4	83.27928914201898	0.8	0.7483314773547883	48261	9652.2	9548	9741	82.75602697084969
138660	0.0	0.0	128.0	40.47715405015526	128.0	40.47715405015526	9655.4	83.21201836273411	0.8	0.7483314773547883	48281	9656.2	9551	9744	82.6834929112214
138720	0.0	0.0	102.4	62.050302174929016	102.4	62.050302174929016	9658.6	81.73028814338048	0.8	0.7483314773547883	48297	9659.4	9555	9745	81.19753690845553
138780	0.0	0.0	153.6	55.05488170907281	153.6	55.05488170907281	9663.4	81.3402729279906	0.8	0.7483314773547883	48321	9664.2	9561	9752	80.81682993040496
138840	0.0	0.0	198.4	71.26738384422427	198.4	71.26738384422427	9669.6	79.96399189635295	0.8	0.7483314773547883	48352	9670.4	9569	9758	79.44457187246968
138900	0.0	0.0	108.8	32.633724886993825	108.8	32.633724886993825	9673.0	80.26207074328447	0.8	0.7483314773547883	48369	9673.8	9571	9761	79.73807120817509
138960	0.0	0.0	108.8	47.89321455070645	108.8	47.89321455070645	9676.4	80.71331984251422	0.8	0.7483314773547883	48386	9677.2	9574	9766	80.19326655025347
139020	0.0	0.0	115.2	32.633724886993825	115.2	32.633724886993825	9680.0	79.98749902328488	0.8	0.7483314773547883	48404	9680.8	9579	9769	79.46923933195788
139080	0.0	0.0	160.0	64.0	160.0	64.0	9685.0	81.22314940951256	0.8	0.7483314773547883	48429	9685.8	9581	9775	80.70043370391512
139140	0.0	0.0	128.0	72.97122720634484	128.0	72.97122720634484	9689.0	82.77197593388719	0.8	0.7483314773547883	48449	9689.8	9582	9783	82.2542400122936
139200	0.0	0.0	121.6	84.42179813294668	121.6	84.42179813294668	9692.8	83.8460494000761	0.8	0.7483314773547883	48468	9693.6	9586	9788	83.33210665763826
139260	0.0	0.0	108.8	51.99384578967015	108.8	51.99384578967015	9696.2	83.9509380531272	0.8	0.7483314773547883	48485	9697.0	9589	9789	83.42901174052105
139320	0.0	0.0	121.6	42.45279731654912	121.6	42.45279731654912	9700.0	84.93055987099108	0.8	0.7483314773547883	48504	9700.8	9591	9793	84.40473920343574
139380	0.0	0.0	115.2	38.400000000000006	115.2	38.400000000000006	9703.6	84.15129232519249	0.8	0.7483314773547883	48522	9704.4	9597	9796	83.62918150980553
139440	0.0	0.0	140.8	47.893214550706446	140.8	47.893214550706446	9708.0	82.8854631404084	0.8	0.7483314773547883	48544	9708.8	9602	9799	82.36115589281151
139500	0.0	0.0	70.4	12.799999999999999	70.4	12.799999999999999	9710.2	82.66413974632532	0.8	0.7483314773547883	48555	9711.0	9604	9801	82.1389067373069
139560	0.0	0.0	115.2	74.63618425401985	115.2	74.63618425401985	9713.8	80.66077113442445	0.8	0.7483314773547883	48573	9714.6	9611	9802	80.13638374671021
139620	0.0	0.0	160.0	45.254833995939045	160.0	45.254833995939045	9718.8	80.70043370391512	0.8	0.7483314773547883	48598	9719.6	9618	9808	80.18378888528528
139680	0.0	0.0	160.0	70.10848736066126	160.0	70.10848736066126	9723.8	80.07346626692265	0.8	0.7483314773547883	48623	9724.6	9625	9813	79.56280538040373
139740	0.0	0.0	160.0	72.97122720634484	160.0	72.97122720634484	9728.8	80.46713614886515	0.8	0.7483314773547883	48648	9729.6	9628	9816	79.94648209896418
139800	0.0	0.0	121.6	37.31809212700992	121.6	37.31809212700992	9732.6	81.18768379501905	0.8	0.7483314773547883	48667	9733.4	9631	9820	80.66622589411259
139860	0.0	0.0	121.6	105.93885028637983	121.6	105.93885028637983	9736.4	82.40533963281749	0.8	0.7483314773547883	48686	9737.2	9634	9826	81.88626258414779
139920	0.0	0.0	185.6	51.2	185.6	51.2	9742.2	82.601210644881	0.8	0.7483314773547883	48715	9743.0	9642	9832	82.08775791797459
139980	0.0	0.0	115.2	43.406911892001716	115.2	43.406911892001716	9745.8	82.07411284930225	0.8	0.7483314773547883	48733	9746.6	9646	9833	81.55390855133798
140040	0.0	0.0	172.8	59.3511583711725	172.8	59.3511583711725	9751.2	80.34027632514093	0.8	0.7483314773547883	48760	9752.0	9653	9837	79.81979704308951
140100	0.0	0.0	134.4	42.45279731654912	134.4	42.45279731654912	9755.4	79.67584326507	0.8	0.7483314773547883	48781	9756.2	9657	9841	79.15402706116727
140160	0.0	0.0	128.0	45.254833995939045	128.0	45.254833995939045	9759.4	80.80495034340409	0.8	0.7483314773547883	48801	9760.2	9659	9845	80.27801691621437
140220	0.0	0.0	140.8	43.406911892001716	140.8	43.406911892001716	9763.8	81.60735260992112	0.8	0.7483314773547883	48823	9764.6	9661	9850	81.07675375839858
140280	0.0	0.0	134.4	51.2	134.4	51.2	9768.0	81.86330069084681	0.8	0.7483314773547883	48844	9768.8	9667	9856	81.3422399494875
140340	0.0	0.0	102.4	31.35346870762468	102.4	31.35346870762468	9771.2	81.20689625887694	0.8	0.7483314773547883	48860	9772.0	9672	9859	80.68952844080823
140400	0.0	0.0	153.6	31.35346870762468	153.6	31.35346870762468	9776.0	80.65234032562229	0.8	0.7483314773547883	48884	9776.8	9678	9864	80.13838031804737
140460	0.0	0.0	179.2	59.3511583711725	179.2	59.3511583711725	9781.6	80.2037405611484	0.8	0.7483314773547883	48912	9782.4	9685	9872	79.70094102330286
140520	0.0	0.0	134.4	37.31809212700992	134.4	37.31809212700992	9785.8	79.99349973591605	0.8	0.7483314773547883	48933	9786.6	9691	9876	79.49490549714491
140580	0.0	0.0	140.8	43.406911892001716	140.8	43.406911892001716	9790.2	80.67812590783205	0.8	0.7483314773547883	48955	9791.0	9693	9881	80.18229230946194
140640	0.0	0.0	160.0	45.254833995939045	160.0	45.254833995939045	9795.2	80.8341511986116	0.8	0.7483314773547883	48980	9796.0	9699	9888	80.34176995809838
140700	0.0	0.0	102.4	51.2	102.4	51.2	9798.4	80.84454217818293	0.8	0.7483314773547883	48996	9799.2	9701	9890	80.34276569797682
140760	0.0	0.0	134.4	55.05488170907281	134.4	55.05488170907281	9802.6	82.38106578577386	0.8	0.7483314773547883	49017	9803.4	9704	9897	81.88430863114128
140820	0.0	0.0	192.0	72.97122720634484	192.0	72.97122720634484	9808.6	83.53346634732692	0.8	0.7483314773547883	49047	9809.4	9708	9903	83.03878611829535
140880	0.0	0.0	128.0	53.546241698180836	128.0	53.546241698180836	9812.6	83.54543673953712	0.8	0.7483314773547883	49067	9813.4	9712	9906	83.04841961169399
140940	0.0	0.0	147.2	59.3511583711725	147.2	59.3511583711725	9817.2	84.29804268190335	0.8	0.7483314773547883	49090	9818.0	9715	9911	83.79976133617565
141000	0.0	0.0	121.6	37.31809212700992	121.6	37.31809212700992	9821.0	84.586050859465	0.8	0.7483314773547883	49109	9821.8	9718	9916	84.09137886846666
141060	0.0	0.0	134.4	42.45279731654912	134.4	42.45279731654912	9825.2	84.0556958212827	0.8	0.7483314773547883	49130	9826.0	9722	9921	83.56793643497487
141120	0.0	0.0	96.0	45.254833995939045	96.0	45.254833995939045	9828.2	84.2220873643013	0.8	0.7483314773547883	49145	9829.0	9725	9922	83.72574275573791
141180	0.0	0.0	128.0	83.4457907865939	128.0	83.4457907865939	9832.2	82.45338076755858	0.8	0.7483314773547883	49165	9833.0	9731	9927	81.96828655034824
141240	0.0	0.0	96.0	45.254833995939045	96.0	45.254833995939045	9835.2	82.8791891852231	0.8	0.7483314773547883	49180	9836.0	9732	9930	82.39660187167915
141300	0.0	0.0	121.6	74.08535617785745	121.6	74.08535617785745	9839.0	85.14693182963201	0.8	0.7483314773547883	49199	9839.8	9733	9936	84.6626245754288
141360	0.0	0.0	147.2	47.893214550706446	147.2	47.893214550706446	9843.6	84.2486795148743	0.8	0.7483314773547883	49222	9844.4	9739	9938	83.75822347686226
141420	0.0	0.0	115.2	59.35115837117251	115.2	59.35115837117251	9847.2	84.34310878785534	0.8	0.7483314773547883	49240	9848.0	9741	9942	83.85702117294652
141480	0.0	0.0	70.4	42.45279731654912	70.4	42.45279731654912	9849.4	83.69133766406175	0.8	0.7483314773547883	49251	9850.2	9745	9944	83.20432681056919
141540	0.0	0.0	115.2	77.33149423100527	115.2	77.33149423100527	9853.0	84.96822935662482	0.8	0.7483314773547883	49269	9853.8	9747	9952	84.49236651911225
141600	0.0	0.0	147.2	25.6	147.2	25.6	9857.6	85.46484657448347	0.8	0.7483314773547883	49292	9858.4	9751	9957	84.98846980620371
141660	0.0	0.0	153.6	103.9876915793403	153.6	103.9876915793403	9862.4	83.55261815167732	0.8	0.7483314773547883	49316	9863.2	9757	9959	83.07683190878188
141720	0.0	0.0	121.6	31.35346870762468	121.6	31.35346870762468	9866.2	83.43236781968974	0.8	0.7483314773547883	49335	9867.0	9761	9963	82.95782060782456
141780	0.0	0.0	147.2	43.406911892001716	147.2	43.406911892001716	9870.8	84.2458307573734	0.8	0.7483314773547883	49358	9871.6	9766	9968	83.76538664627532
141840	0.0	0.0	185.6	101.99921568325905	185.6	101.99921568325905	9876.6	84.07758321931	0.8	0.7483314773547883	49387	9877.4	9777	9974	83.5861232502142
141900	0.0	0.0	153.6	62.050302174929016	153.6	62.050302174929016	9881.4	84.10612343937865	0.8	0.7483314773547883	49411	9882.2	9780	9980	83.61435283490509
141960	0.0	0.0	115.2	43.406911892001716	115.2	43.406911892001716	9885.0	83.54160640064326	0.8	0.7483314773547883	49429	9885.8	9784	9984	83.05275431916753
142020	0.0	0.0	134.4	31.35346870762468	134.4	31.35346870762468	9889.2	82.94431867222734	0.8	0.7483314773547883	49450	9890.0	9790	9988	82.4596871204348
142080	0.0	0.0	140.8	87.28436286070948	140.8	87.28436286070948	9893.6	81.87942354462444	0.8	0.7483314773547883	49472	9894.4	9797	9989	81.3918914880346
142140	0.0	0.0	115.2	32.633724886993825	115.2	32.633724886993825	9897.2	82.4436777442637	0.8	0.7483314773547883	49490	9898.0	9799	9994	81.96096631934009
142200	0.0	0.0	76.8	47.893214550706446	76.8	47.893214550706446	9899.6	82.657365068093	0.8	0.7483314773547883	49502	9900.4	9802	9995	82.16714671935493
142260	0.0	0.0	121.6	71.26738384422428	121.6	71.26738384422428	9903.4	83.9418846583754	0.8	0.7483314773547883	49521	9904.2	9802	9999	83.44195587352924
142320	0.0	0.0	115.2	59.3511583711725	115.2	59.3511583711725	9907.0	84.33267456923205	0.8	0.7483314773547883	49539	9907.8	9807	10003	83.83650756084727
142380	0.0	0.0	128.0	57.243340223994615	128.0	57.243340223994615	9911.0	85.61308311233745	0.8	0.7483314773547883	49559	9911.8	9809	10008	85.11498105504107
142440	0.0	0.0	121.6	51.2	121.6	51.2	9914.8	84.63190887602619	0.8	0.7483314773547883	49578	9915.6	9813	10010	84.12989956014448
142500	0.0	0.0	96.0	40.47715405015526	96.0	40.47715405015526	9917.8	85.39648704718479	0.8	0.7483314773547883	49593	9918.6	9815	10014	84.8942872047348
142560	0.0	0.0	134.4	51.2	134.4	51.2	9922.0	86.56327165721036	0.8	0.7483314773547883	49614	9922.8	9817	10021	86.06369734098112
142620	0.0	0.0	89.6	23.946607275353223	89.6	23.946607275353223	9924.8	86.91927289157452	0.8	0.7483314773547883	49628	9925.6	9820	10025	86.42360788580861
142680	0.0	0.0	134.4	47.03020306143702	134.4	47.03020306143702	9929.0	86.87692443911675	0.8	0.7483314773547883	49649	9929.8	9823	10030	86.38147949647541
142740	0.0	0.0	121.6	51.2	121.6	51.2	9932.8	86.7280808043162	0.8	0.7483314773547883	49668	9933.6	9825	10034	86.22899744285561
142800	0.0	0.0	115.2	51.99384578967015	115.2	51.99384578967015	9936.4	85.30087924517542	0.8	0.7483314773547883	49686	9937.2	9830	10037	84.80424517675988
142860	0.0	0.0	76.8	59.3511583711725	76.8	59.3511583711725	9938.8	85.82866653979893	0.8	0.7483314773547883	49698	9939.6	9831	10039	85.32666640622965
142920	0.0	0.0	96.0	78.38367176906169	96.0	78.38367176906169	9941.8	85.29103118147887	0.8	0.7483314773547883	49713	9942.6	9832	10043	84.78820672711505
142980	0.0	0.0	121.6	42.45279731654912	121.6	42.45279731654912	9945.6	85.71720947394402	0.8	0.7483314773547883	49732	9946.4	9836	10049	85.22112414184643
143040	0.0	0.0	128.0	53.546241698180836	128.0	53.546241698180836	9949.6	84.33409749324409	0.8	0.7483314773547883	49752	9950.4	9843	10051	83.83937022664232
143100	0.0	0.0	160.0	94.92734063482449	160.0	94.92734063482449	9954.6	85.48590527098604	0.8	0.7483314773547883	49777	9955.4	9844	10055	84.97905624328855
143160	0.0	0.0	128.0	45.254833995939045	128.0	45.254833995939045	9958.6	85.50228067133648	0.8	0.7483314773547883	49797	9959.4	9846	10058	84.98846980620371
143220	0.0	0.0	160.0	83.4457907865939	160.0	83.4457907865939	9963.6	87.11280043713438	0.8	0.7483314773547883	49822	9964.4	9847	10064	86.59237841750277
143280	0.0	0.0	128.0	53.546241698180836	128.0	53.546241698180836	9967.6	88.10357540985495	0.8	0.7483314773547883	49842	9968.4	9851	10068	87.58218997033586
143340	0.0	0.0	140.8	71.83982182605968	140.8	71.83982182605968	9972.0	87.37276463521113	0.8	0.7483314773547883	49864	9972.8	9854	10071	86.84561013660968
143400	0.0	0.0	108.8	43.40691189200172	108.8	43.40691189200172	9975.4	86.05021789629588	0.8	0.7483314773547883	49881	9976.2	9859	10073	85.52286244040245
143460	0.0	0.0	89.6	23.946607275353223	89.6	23.946607275353223	9978.2	86.33979383806751	0.8	0.7483314773547883	49895	9979.0	9862	10077	85.81608240883523
143520	0.0	0.0	64.0	20.23857702507763	64.0	20.23857702507763	9980.2	85.84031686800789	0.8	0.7483314773547883	49905	9981.0	9865	10078	85.31588363253351
143580	0.0	0.0	217.6	76.8	217.6	76.8	9987.0	86.09297300012354	0.8	0.7483314773547883	49939	9987.8	9870	10083	85.56027115431554
143640	0.0	0.0	140.8	43.406911892001716	140.8	43.406911892001716	9991.4	86.26841832327749	0.8	0.7483314773547883	49961	9992.2	9873	10089	85.73773964830191
143700	0.0	0.0	76.8	43.40691189200172	76.8	43.40691189200172	9993.8	87.2568621943283	0.8	0.7483314773547883	49973	9994.6	9874	10091	86.72162360103735
143760	0.0	0.0	115.2	51.99384578967015	115.2	51.99384578967015	9997.4	88.17165077279658	0.8	0.7483314773547883	49991	9998.2	9876	10096	87.63652206700127
143820	0.0	0.0	108.8	25.6	108.8	25.6	10000.8	88.51304988531352	0.8	0.7483314773547883	50008	10001.6	9878	10099	87.97408709387099
143880	0.0	0.0	121.6	79.42191133434149	121.6	79.42191133434149	10004.6	87.19311899456287	0.8	0.7483314773547883	50027	10005.4	9886	10104	86.66625640928538
143940	0.0	0.0	70.4	37.31809212700992	70.4	37.31809212700992	10006.8	88.03726483711316	0.8	0.7483314773547883	50038	10007.6	9887	10106	87.50679973579196
144000	0.0	0.0	96.0	49.57418683145494	96.0	49.57418683145494	10009.8	88.7274478388734	0.8	0.7483314773547883	50053	10010.6	9889	10109	88.19433088356644
144060	0.0	0.0	128.0	20.23857702507763	128.0	20.23857702507763	10013.8	88.81306210237321	0.8	0.7483314773547883	50073	10014.6	9893	10114	88.28272764250094
144120	0.0	0.0	102.4	65.26744977398764	102.4	65.26744977398764	10017.0	88.85493796070087	0.8	0.7483314773547883	50089	10017.8	9898	10117	88.32757213916841
144180	0.0	0.0	134.4	37.31809212700992	134.4	37.31809212700992	10021.2	89.92307823912614	0.8	0.7483314773547883	50110	10022.0	9901	10123	89.39798655450804
144240	0.0	0.0	96.0	53.546241698180836	96.0	53.546241698180836	10024.2	91.47546119041981	0.8	0.7483314773547883	50125	10025.0	9902	10127	90.94833698314665
144300	0.0	0.0	153.6	65.26744977398765	153.6	65.26744977398765	10029.0	90.89554444525871	0.8	0.7483314773547883	50149	10029.8	9907	10134	90.3756604401871
144360	0.0	0.0	121.6	23.946607275353223	121.6	23.946607275353223	10032.8	90.28488245548088	0.8	0.7483314773547883	50168	10033.6	9912	10137	89.76547220396047
144420	0.0	0.0	115.2	91.85728060420688	115.2	91.85728060420688	10036.4	89.48430029899099	0.8	0.7483314773547883	50186	10037.2	9920	10138	88.96606094460967
144480	0.0	0.0	121.6	65.26744977398765	121.6	65.26744977398765	10040.2	89.59330332117463	0.8	0.7483314773547883	50205	10041.0	9925	10145	89.08647484326676
144540	0.0	0.0	96.0	57.243340223994615	96.0	57.243340223994615	10043.2	90.82598747054722	0.8	0.7483314773547883	50220	10044.0	9927	10149	90.31943312488183
144600	0.0	0.0	89.6	23.946607275353223	89.6	23.946607275353223	10046.0	90.67965593229829	0.8	0.7483314773547883	50234	10046.8	9931	10152	90.17627182357896
144660	0.0	0.0	108.8	25.6	108.8	25.6	10049.4	90.24101063263863	0.8	0.7483314773547883	50251	10050.2	9934	10155	89.73605741283713
144720	0.0	0.0	134.4	58.656968895434744	134.4	58.656968895434744	10053.6	90.56842716973725	0.8	0.7483314773547883	50272	10054.4	9940	10161	90.07241531123721
144780	0.0	0.0	76.8	59.35115837117251	76.8	59.35115837117251	10056.0	89.98888820293314	0.8	0.7483314773547883	50284	10056.8	9941	10161	89.4838532920884
144840	0.0	0.0	160.0	20.23857702507763	160.0	20.23857702507763	10061.0	89.94887436760952	0.8	0.7483314773547883	50309	10061.8	9947	10166	89.44584954037835
144900	0.0	0.0	115.2	32.633724886993825	115.2	32.633724886993825	10064.6	89.6696158127155	0.8	0.7483314773547883	50327	10065.4	9951	10169	89.16636137019385
144960	0.0	0.0	153.6	37.31809212700992	153.6	37.31809212700992	10069.4	89.56919113177253	0.8	0.7483314773547883	50351	10070.2	9957	10175	89.07165654684997
145020	0.0	0.0	160.0	70.10848736066126	160.0	70.10848736066126	10074.4	90.61258190781234	0.8	0.7483314773547883	50376	10075.2	9959	10181	90.11193039770039
145080	0.0	0.0	140.8	65.8920329023168	140.8	65.8920329023168	10078.8	90.92282441719462	0.8	0.7483314773547883	50398	10079.6	9963	10187	90.42477536604666
145140	0.0	0.0	153.6	31.35346870762468	153.6	31.35346870762468	10083.6	90.88146125585789	0.8	0.7483314773547883	50422	10084.4	9969	10193	90.38937990715502
145200	0.0	0.0	115.2	91.85728060420688	115.2	91.85728060420688	10087.2	92.00956472019635	0.8	0.7483314773547883	50440	10088.0	9971	10202	91.5292303037669
145260	0.0	0.0	115.2	77.33149423100527	115.2	77.33149423100527	10090.8	93.03418726468244	0.8	0.7483314773547883	50458	10091.6	9974	10206	92.55182332077527
145320	0.0	0.0	153.6	42.45279731654912	153.6	42.45279731654912	10095.6	91.93606474066638	0.8	0.7483314773547883	50482	10096.4	9981	10209	91.4540321691723
145380	0.0	0.0	134.4	23.946607275353223	134.4	23.946607275353223	10099.8	91.33104620007371	0.8	0.7483314773547883	50503	10100.6	9986	10213	90.85064666803423
145440	0.0	0.0	134.4	65.26744977398765	134.4	65.26744977398765	10104.0	90.89114368297938	0.8	0.7483314773547883	50524	10104.8	9993	10218	90.41990931205362
145500	0.0	0.0	140.8	59.3511583711725	140.8	59.3511583711725	10108.4	89.13271004519048	0.8	0.7483314773547883	50546	10109.2	9999	10220	88.65979923279772
145560	0.0	0.0	147.2	59.3511583711725	147.2	59.3511583711725	10113.0	88.06361337124432	0.8	0.7483314773547883	50569	10113.8	10004	10221	87.5817332552856
145620	0.0	0.0	179.2	71.83982182605968	179.2	71.83982182605968	10118.6	89.41275076855649	0.8	0.7483314773547883	50597	10119.4	10006	10227	88.92378759364672
145680	0.0	0.0	96.0	67.1237662828897	96.0	67.1237662828897	10121.6	88.04907722401184	0.8	0.7483314773547883	50612	10122.4	10013	10228	87.56391951026404
145740	0.0	0.0	121.6	37.31809212700992	121.6	37.31809212700992	10125.4	88.3099088437985	0.8	0.7483314773547883	50631	10126.2	10018	10232	87.82801375415477
145800	0.0	0.0	134.4	71.26738384422428	134.4	71.26738384422428	10129.6	88.02863170582626	0.8	0.7483314773547883	50652	10130.4	10026	10236	87.55478285051022
145860	0.0	0.0	179.2	59.3511583711725	179.2	59.3511583711725	10135.2	87.76878716263545	0.8	0.7483314773547883	50680	10136.0	10032	10240	87.29032019645706
145920	0.0	0.0	76.8	43.40691189200172	76.8	43.40691189200172	10137.6	87.59132377125032	0.8	0.7483314773547883	50692	10138.4	10033	10241	87.11280043713438
145980	0.0	0.0	121.6	37.31809212700992	121.6	37.31809212700992	10141.4	87.25732060979182	0.8	0.7483314773547883	50711	10142.2	10037	10246	86.78571310993533
146040	0.0	0.0	147.2	25.599999999999998	147.2	25.599999999999998	10146.0	86.86771552193599	0.8	0.7483314773547883	50734	10146.8	10043	10250	86.39305527645148
146100	0.0	0.0	140.8	32.63372488699382	140.8	32.63372488699382	10150.4	87.52965211858208	0.8	0.7483314773547883	50756	10151.2	10047	10255	87.05262776045305
146160	0.0	0.0	153.6	37.31809212700992	153.6	37.31809212700992	10155.2	86.52722115034089	0.8	0.7483314773547883	50780	10156.0	10053	10259	86.05114758095908
146220	0.0	0.0	115.2	25.6	115.2	25.6	10158.8	86.57805726626118	0.8	0.7483314773547883	50798	10159.6	10056	10262	86.10133564585395
146280	0.0	0.0	179.2	55.79390647732062	179.2	55.79390647732062	10164.4	87.40160181598503	0.8	0.7483314773547883	50826	10165.2	10061	10270	86.9307770585309
146340	0.0	0.0	128.0	20.23857702507763	128.0	20.23857702507763	10168.4	87.01632030831917	0.8	0.7483314773547883	50846	10169.2	10066	10274	86.5457104656262
146400	0.0	0.0	96.0	28.621670111997307	96.0	28.621670111997307	10171.4	87.25273634677596	0.8	0.7483314773547883	50861	10172.2	10068	10276	86.77879925419572
146460	0.0	0.0	140.8	43.406911892001716	140.8	43.406911892001716	10175.8	88.02817730704187	0.8	0.7483314773547883	50883	10176.6	10072	10281	87.55021416307329
146520	0.0	0.0	108.8	55.79390647732062	108.8	55.79390647732062	10179.2	88.54919536619178	0.8	0.7483314773547883	50900	10180.0	10075	10285	88.07496806698258
146580	0.0	0.0	121.6	55.054881709072816	121.6	55.054881709072816	10183.0	89.65489389877163	0.8	0.7483314773547883	50919	10183.8	10078	10289	89.17712711228144
146640	0.0	0.0	51.2	43.40691189200172	51.2	43.40691189200172	10184.6	89.65846306958423	0.8	0.7483314773547883	50927	10185.4	10078	10291	89.18430355169008
146700	0.0	0.0	160.0	72.97122720634484	160.0	72.97122720634484	10189.6	91.0836977729824	0.8	0.7483314773547883	50952	10190.4	10082	10297	90.60816740228223
146760	0.0	0.0	115.2	25.6	115.2	25.6	10193.2	91.40547029581982	0.8	0.7483314773547883	50970	10194.0	10085	10300	90.92634381739981
146820	0.0	0.0	140.8	32.63372488699382	140.8	32.63372488699382	10197.6	91.0199978026807	0.8	0.7483314773547883	50992	10198.4	10089	10304	90.54413288557133
146880	0.0	0.0	179.2	82.45823185104081	179.2	82.45823185104081	10203.2	90.38672468897188	0.8	0.7483314773547883	51020	10204.0	10092	10308	89.91774018512699
146940	0.0	0.0	121.6	42.45279731654912	121.6	42.45279731654912	10207.0	90.20199554333595	0.8	0.7483314773547883	51039	10207.8	10096	10310	89.72937088824372
147000	0.0	0.0	140.8	32.63372488699382	140.8	32.63372488699382	10211.4	90.55738512125887	0.8	0.7483314773547883	51061	10212.2	10100	10316	90.08751300818555
147060	0.0	0.0	108.8	43.406911892001716	108.8	43.406911892001716	10214.8	89.85632977147465	0.8	0.7483314773547883	51078	10215.6	10105	10317	89.37919220937276
147120	0.0	0.0	121.6	37.31809212700992	121.6	37.31809212700992	10218.6	89.97688592077411	0.8	0.7483314773547883	51097	10219.4	10110	10321	89.49547474593338
147180	0.0	0.0	166.4	58.656968895434744	166.4	58.656968895434744	10223.8	90.51276153117858	0.8	0.7483314773547883	51123	10224.6	10113	10328	90.0368813320408
147240	0.0	0.0	121.6	37.31809212700992	121.6	37.31809212700992	10227.6	90.64789021262436	0.8	0.7483314773547883	51142	10228.4	10118	10332	90.16784349201217
147300	0.0	0.0	108.8	74.63618425401985	108.8	74.63618425401985	10231.0	92.77284085334458	0.8	0.7483314773547883	51159	10231.8	10120	10338	92.29171143715995
147360	0.0	0.0	108.8	55.79390647732062	108.8	55.79390647732062	10234.4	92.11427685217964	0.8	0.7483314773547883	51176	10235.2	10122	10339	91.63274523880642
147420	0.0	0.0	140.8	82.45823185104081	140.8	82.45823185104081	10238.8	94.39788133215703	0.8	0.7483314773547883	51198	10239.6	10124	10347	93.92039182201061
147480	0.0	0.0	160.0	40.47715405015526	160.0	40.47715405015526	10243.8	94.66023452326749	0.8	0.7483314773547883	51223	10244.6	10128	10353	94.18832199375886
147540	0.0	0.0	198.4	93.62392856529789	198.4	93.62392856529789	10250.0	96.4821226963835	0.8	0.7483314773547883	51254	10250.8	10133	10361	96.01124934089755
147600	0.0	0.0	140.8	51.99384578967015	140.8	51.99384578967015	10254.4	95.85530762560829	0.8	0.7483314773547883	51276	10255.2	10140	10366	95.38637219225816
147660	0.0	0.0	108.8	25.6	108.8	25.6	10257.8	96.56790357049282	0.8	0.7483314773547883	51293	10258.6	10142	10370	96.09911550061219
