time	gasCreateKittyMean(2)	gasCreateKittyStd(3)	gasTransferKittyMean(4)	gasTransferKittyStd(5)	gasTotalMean(6)	gasTotalStd(7)	transferKittyMean(8)	transferKittyStd(9)	createKittyMean(10)	createKittyStd(11)	totKitty(12)	avgKitty(13)	minKitty(14)	maxKitty(15)	stdKitty(16)
1440	0.0	0.0	140.8	43.406911892001716	140.8	43.406911892001716	110.0	2.756809750418044	0.0	0.0	550	110.0	106	113	2.756809750418044
1500	0.0	0.0	115.2	65.8920329023168	115.2	65.8920329023168	113.6	3.9293765408777004	0.0	0.0	568	113.6	109	120	3.9293765408777004
1560	0.0	0.0	83.2	51.99384578967015	83.2	51.99384578967015	116.2	3.4292856398964493	0.0	0.0	581	116.2	111	121	3.4292856398964493
1620	0.0	0.0	102.4	62.050302174929016	102.4	62.050302174929016	119.4	3.6660605559646715	0.0	0.0	597	119.4	114	124	3.6660605559646715
1680	0.0	0.0	108.8	32.633724886993825	108.8	32.633724886993825	122.8	3.059411708155671	0.0	0.0	614	122.8	118	126	3.059411708155671
1740	0.0	0.0	108.8	47.89321455070645	108.8	47.89321455070645	126.2	2.3151673805580453	0.0	0.0	631	126.2	123	129	2.3151673805580453
1800	0.0	0.0	179.2	38.4	179.2	38.4	131.8	2.7856776554368237	0.0	0.0	659	131.8	128	135	2.7856776554368237
1860	0.0	0.0	121.6	55.05488170907281	121.6	55.05488170907281	135.6	2.6532998322843198	0.0	0.0	678	135.6	132	140	2.6532998322843198
1920	0.0	0.0	179.2	47.893214550706446	179.2	47.893214550706446	141.2	3.249615361854384	0.0	0.0	706	141.2	136	146	3.249615361854384
1980	0.0	0.0	102.4	79.42191133434149	102.4	79.42191133434149	144.4	3.8262252939417984	0.0	0.0	722	144.4	138	148	3.8262252939417984
2040	0.0	0.0	102.4	23.946607275353223	102.4	23.946607275353223	147.6	4.223742416388575	0.0	0.0	738	147.6	140	151	4.223742416388575
2100	0.0	0.0	115.2	38.400000000000006	115.2	38.400000000000006	151.2	4.874423042781576	0.0	0.0	756	151.2	143	156	4.874423042781576
2160	0.0	0.0	147.2	51.99384578967015	147.2	51.99384578967015	155.8	5.2306787322488075	0.0	0.0	779	155.8	148	163	5.2306787322488075
2220	0.0	0.0	96.0	72.97122720634484	96.0	72.97122720634484	158.8	6.675327707311454	0.0	0.0	794	158.8	151	170	6.675327707311454
2280	0.0	0.0	83.2	43.40691189200172	83.2	43.40691189200172	161.4	7.761443164772902	0.0	0.0	807	161.4	152	174	7.761443164772902
2340	0.0	0.0	172.8	55.79390647732062	172.8	55.79390647732062	166.8	7.833262411026456	0.0	0.0	834	166.8	156	180	7.833262411026456
2400	0.0	0.0	166.4	79.42191133434149	166.4	79.42191133434149	172.0	9.899494936611665	0.0	0.0	860	172.0	158	189	9.899494936611665
2460	0.0	0.0	166.4	65.26744977398764	166.4	65.26744977398764	177.2	10.49571341072154	0.0	0.0	886	177.2	161	194	10.49571341072154
2520	0.0	0.0	147.2	55.79390647732062	147.2	55.79390647732062	181.8	10.457533169921097	0.0	0.0	909	181.8	165	197	10.457533169921097
2580	0.0	0.0	128.0	72.97122720634484	128.0	72.97122720634484	185.8	10.833282051160673	0.0	0.0	929	185.8	169	201	10.833282051160673
2640	0.0	0.0	160.0	70.10848736066126	160.0	70.10848736066126	190.8	11.668761716651858	0.0	0.0	954	190.8	175	209	11.668761716651858
2700	0.0	0.0	102.4	51.2	102.4	51.2	194.0	13.16054710108968	0.0	0.0	970	194.0	176	215	13.16054710108968
2760	0.0	0.0	140.8	32.63372488699382	140.8	32.63372488699382	198.4	12.435433245367852	0.0	0.0	992	198.4	182	219	12.435433245367852
2820	0.0	0.0	89.6	37.31809212700992	89.6	37.31809212700992	201.2	12.859237924542807	0.0	0.0	1006	201.2	184	223	12.859237924542807
2880	0.0	0.0	134.4	55.05488170907281	134.4	55.05488170907281	205.4	12.17538500417954	0.0	0.0	1027	205.4	188	225	12.17538500417954
2940	0.0	0.0	121.6	89.14168497397836	121.6	89.14168497397836	209.2	12.106196760337244	0.0	0.0	1046	209.2	191	229	12.106196760337244
3000	0.0	0.0	179.2	25.599999999999998	179.2	25.599999999999998	214.8	12.512393855693642	0.0	0.0	1074	214.8	196	235	12.512393855693642
3060	0.0	0.0	128.0	35.05424368033063	128.0	35.05424368033063	218.8	12.749901960407382	0.0	0.0	1094	218.8	199	239	12.749901960407382
3120	0.0	0.0	96.0	35.05424368033063	96.0	35.05424368033063	221.8	13.746272221951667	0.0	0.0	1109	221.8	201	244	13.746272221951667
3180	0.0	0.0	147.2	55.79390647732062	147.2	55.79390647732062	226.4	13.275541420220872	0.0	0.0	1132	226.4	205	246	13.275541420220872
3240	0.0	0.0	128.0	53.546241698180836	128.0	53.546241698180836	230.4	11.825396399275586	0.0	0.0	1152	230.4	211	247	11.825396399275586
3300	0.0	0.0	102.4	47.03020306143702	102.4	47.03020306143702	233.6	13.093509842666327	0.0	0.0	1168	233.6	213	253	13.093509842666327
3360	0.0	0.0	160.0	40.47715405015526	160.0	40.47715405015526	238.6	12.41933975700802	0.0	0.0	1193	238.6	219	256	12.41933975700802
3420	0.0	0.0	172.8	55.79390647732062	172.8	55.79390647732062	244.0	13.386560424545209	0.0	0.0	1220	244.0	222	262	13.386560424545209
3480	0.0	0.0	121.6	68.33330081300039	121.6	68.33330081300039	247.8	14.661514246489002	0.0	0.0	1239	247.8	225	267	14.661514246489002
3540	0.0	0.0	102.4	55.05488170907281	102.4	55.05488170907281	251.0	13.3566462856512	0.0	0.0	1255	251.0	231	270	13.3566462856512
3600	0.0	0.0	153.6	42.45279731654912	153.6	42.45279731654912	255.8	14.46927779814874	0.0	0.0	1279	255.8	234	277	14.46927779814874
3660	0.0	0.0	121.6	47.03020306143702	121.6	47.03020306143702	259.6	14.164744967700619	0.0	0.0	1298	259.6	240	282	14.164744967700619
3720	0.0	0.0	128.0	45.254833995939045	128.0	45.254833995939045	263.6	14.122322755127783	0.0	0.0	1318	263.6	244	287	14.122322755127783
3780	0.0	0.0	166.4	55.05488170907281	166.4	55.05488170907281	268.8	14.743133995185692	0.0	0.0	1344	268.8	247	293	14.743133995185692
3840	0.0	0.0	96.0	72.97122720634484	96.0	72.97122720634484	271.8	15.892136420255145	0.0	0.0	1359	271.8	247	296	15.892136420255145
3900	0.0	0.0	160.0	53.546241698180836	160.0	53.546241698180836	276.8	15.104966070799364	0.0	0.0	1384	276.8	252	298	15.104966070799364
3960	0.0	0.0	140.8	51.99384578967015	140.8	51.99384578967015	281.2	15.816447135814036	0.0	0.0	1406	281.2	257	305	15.816447135814036
4020	0.0	0.0	128.0	35.05424368033063	128.0	35.05424368033063	285.2	16.09223415191315	0.0	0.0	1426	285.2	260	309	16.09223415191315
4080	0.0	0.0	153.6	74.08535617785743	153.6	74.08535617785743	290.0	15.684387141358123	0.0	0.0	1450	290.0	264	312	15.684387141358123
4140	0.0	0.0	128.0	45.254833995939045	128.0	45.254833995939045	294.0	15.671630419327785	0.0	0.0	1470	294.0	267	314	15.671630419327785
4200	0.0	0.0	128.0	35.05424368033063	128.0	35.05424368033063	298.0	15.21840990379744	0.0	0.0	1490	298.0	271	316	15.21840990379744
4260	0.0	0.0	70.4	47.03020306143702	70.4	47.03020306143702	300.2	14.824304368165137	0.0	0.0	1501	300.2	274	319	14.824304368165137
4320	0.0	0.0	140.8	43.406911892001716	140.8	43.406911892001716	304.6	13.879481258317977	0.0	0.0	1523	304.6	280	322	13.879481258317977
4380	0.0	0.0	121.6	23.946607275353223	121.6	23.946607275353223	308.4	13.92264342716569	0.0	0.0	1542	308.4	284	326	13.92264342716569
4440	0.0	0.0	108.8	38.400000000000006	108.8	38.400000000000006	311.8	14.2464030548065	0.0	0.0	1559	311.8	286	328	14.2464030548065
4500	0.0	0.0	102.4	23.946607275353223	102.4	23.946607275353223	315.0	14.212670403551895	0.0	0.0	1575	315.0	289	330	14.212670403551895
4560	0.0	0.0	134.4	91.41028388534848	134.4	91.41028388534848	319.2	16.521501142450706	0.0	0.0	1596	319.2	289	338	16.521501142450706
4620	0.0	0.0	153.6	55.05488170907281	153.6	55.05488170907281	324.0	16.334013591276335	0.0	0.0	1620	324.0	294	342	16.334013591276335
4680	0.0	0.0	140.8	25.599999999999998	140.8	25.599999999999998	328.4	16.119553343687908	0.0	0.0	1642	328.4	299	347	16.119553343687908
4740	0.0	0.0	160.0	40.47715405015526	160.0	40.47715405015526	333.4	17.141761869772896	0.0	0.0	1667	333.4	302	353	17.141761869772896
4800	0.0	0.0	147.2	43.406911892001716	147.2	43.406911892001716	338.0	17.134759992483115	0.0	0.0	1690	338.0	307	359	17.134759992483115
4860	0.0	0.0	83.2	25.6	83.2	25.6	340.6	17.647662734764626	0.0	0.0	1703	340.6	309	363	17.647662734764626
4920	0.0	0.0	128.0	60.71573107523288	128.0	60.71573107523288	344.6	19.396906969926935	0.0	0.0	1723	344.6	310	369	19.396906969926935
4980	0.0	0.0	140.8	62.70693741524936	140.8	62.70693741524936	349.0	20.00999750124922	0.0	0.0	1745	349.0	313	374	20.00999750124922
5040	0.0	0.0	140.8	43.406911892001716	140.8	43.406911892001716	353.4	19.865548066942427	0.0	0.0	1767	353.4	318	379	19.865548066942427
5100	0.0	0.0	134.4	55.05488170907281	134.4	55.05488170907281	357.6	21.12439348241743	0.0	0.0	1788	357.6	319	383	21.12439348241743
5160	0.0	0.0	179.2	55.79390647732062	179.2	55.79390647732062	363.2	20.932271735289508	0.0	0.0	1816	363.2	324	387	20.932271735289508
5220	0.0	0.0	172.8	38.4	172.8	38.4	368.6	20.34305778392226	0.0	0.0	1843	368.6	331	393	20.34305778392226
5280	0.0	0.0	185.6	47.03020306143702	185.6	47.03020306143702	374.4	20.577657787027174	0.0	0.0	1872	374.4	337	400	20.577657787027174
5340	0.0	0.0	147.2	65.8920329023168	147.2	65.8920329023168	379.0	22.199099080818574	0.0	0.0	1895	379.0	339	407	22.199099080818574
5400	0.0	0.0	153.6	55.05488170907281	153.6	55.05488170907281	383.8	22.903274875004232	0.0	0.0	1919	383.8	343	414	22.903274875004232
5460	0.0	0.0	153.6	93.62392856529789	153.6	93.62392856529789	388.6	22.059918404200864	0.0	0.0	1943	388.6	349	416	22.059918404200864
5520	0.0	0.0	153.6	76.8	153.6	76.8	393.4	21.896118377465903	0.0	0.0	1967	393.4	355	423	21.896118377465903
5580	0.0	0.0	147.2	38.4	147.2	38.4	398.0	21.762352813976708	0.0	0.0	1990	398.0	361	429	21.762352813976708
5640	0.0	0.0	115.2	51.99384578967015	115.2	51.99384578967015	401.6	21.077001684300356	0.0	0.0	2008	401.6	365	430	21.077001684300356
5700	0.0	0.0	108.8	32.633724886993825	108.8	32.633724886993825	405.0	21.32604042010612	0.0	0.0	2025	405.0	368	434	21.32604042010612
5760	0.0	0.0	172.8	79.9359743794995	172.8	79.9359743794995	410.4	20.333224043422135	0.0	0.0	2052	410.4	374	437	20.333224043422135
5820	0.0	0.0	96.0	20.23857702507763	96.0	20.23857702507763	413.4	20.12560558095085	0.0	0.0	2067	413.4	377	439	20.12560558095085
5880	0.0	0.0	140.8	82.45823185104081	140.8	82.45823185104081	417.8	21.037110067687532	0.0	0.0	2089	417.8	379	443	21.037110067687532
