time	gasCreateUserMean(2)	gasCreateUserStd(3)	gasTotalMean(4)	gasTotalStd(5)	createUserMean(6)	createUserStd(7)	totProposal(8)	avgProposal(9)	minProposal(10)	maxProposal(11)	stdProposal(12)	totVote(13)	avgVote(14)	minVote(15)	maxVote(16)	stdVote(17)	totUser(18)	avgUser(19)	minUser(20)	maxUser(21)	stdUser(22)	totAggrProposal(23)	totAggrVote(24)	totAggrUser(25)
0	2.1328E7	546347.8745268439	2.1328E7	546347.8745268439	266.6	6.829348431585549	0	0.0	0	0	0.0	0	0.0	0	0	0.0	1333	266.6	256	273	6.829348431585549	0	0	1333
3600	4.656E7	1418506.256595296	4.656E7	1418506.256595296	848.6	18.051038751274124	0	0.0	0	0	0.0	0	0.0	0	0	0.0	4243	848.6	820	867	18.051038751274124	0	0	2910
7200	4.3904E7	1283395.4963299504	4.3904E7	1283395.4963299504	1397.4	15.409088227406578	0	0.0	0	0	0.0	0	0.0	0	0	0.0	6987	1397.4	1382	1426	15.409088227406578	0	0	2744
10800	3.4928E7	1283594.951688421	3.4928E7	1283594.951688421	1834.0	24.746716953971895	0	0.0	0	0	0.0	0	0.0	0	0	0.0	9170	1834.0	1804	1869	24.746716953971895	0	0	2183
14400	2.7776E7	1067812.7176616692	2.7776E7	1067812.7176616692	2181.2	19.5386795869117	0	0.0	0	0	0.0	0	0.0	0	0	0.0	10906	2181.2	2148	2206	19.5386795869117	0	0	1736
18000	2.2352E7	881598.5480931783	2.2352E7	881598.5480931783	2460.6	29.213695418416343	0	0.0	0	0	0.0	0	0.0	0	0	0.0	12303	2460.6	2414	2492	29.213695418416343	0	0	1397
21600	1.8224E7	842700.4212648763	1.8224E7	842700.4212648763	2688.4	39.0773591738234	0	0.0	0	0	0.0	0	0.0	0	0	0.0	13442	2688.4	2624	2729	39.0773591738234	0	0	1139
25200	1.5584E7	264847.1257159496	1.5584E7	264847.1257159496	2883.2	42.13027415054405	0	0.0	0	0	0.0	0	0.0	0	0	0.0	14416	2883.2	2814	2929	42.13027415054405	0	0	974
28800	1.1872E7	758271.7191086583	1.1872E7	758271.7191086583	3031.6	35.897632233895315	0	0.0	0	0	0.0	0	0.0	0	0	0.0	15158	3031.6	2976	3078	35.897632233895315	0	0	742
32400	1.032E7	1067333.1251301067	1.032E7	1067333.1251301067	3160.6	31.903604811995773	0	0.0	0	0	0.0	0	0.0	0	0	0.0	15803	3160.6	3115	3203	31.903604811995773	0	0	645
