time	gasCreateUserMean(2)	gasCreateUserStd(3)	gasTotalMean(4)	gasTotalStd(5)	createUserMean(6)	createUserStd(7)	totProposal(8)	avgProposal(9)	minProposal(10)	maxProposal(11)	stdProposal(12)	totVote(13)	avgVote(14)	minVote(15)	maxVote(16)	stdVote(17)	totUser(18)	avgUser(19)	minUser(20)	maxUser(21)	stdUser(22)	totAggrProposal(23)	totAggrVote(24)	totAggrUser(25)
0	1296000.0	234059.8214132447	1296000.0	234059.8214132447	16.2	2.9257477676655586	0	0.0	0	0	0.0	0	0.0	0	0	0.0	81	16.2	13	20	2.9257477676655586	0	0	81
3600	1328000.0	240532.74205396653	1328000.0	240532.74205396653	32.8	4.833218389437829	0	0.0	0	0	0.0	0	0.0	0	0	0.0	164	32.8	26	38	4.833218389437829	0	0	83
7200	1136000.0	239466.07275353224	1136000.0	239466.07275353224	47.0	6.196773353931867	0	0.0	0	0	0.0	0	0.0	0	0	0.0	235	47.0	37	53	6.196773353931867	0	0	71
10800	1376000.0	128000.0	1376000.0	128000.0	64.2	6.823488843692792	0	0.0	0	0	0.0	0	0.0	0	0	0.0	321	64.2	54	73	6.823488843692792	0	0	86
14400	1312000.0	293284.84447717376	1312000.0	293284.84447717376	80.6	9.76933979345585	0	0.0	0	0	0.0	0	0.0	0	0	0.0	403	80.6	65	92	9.76933979345585	0	0	82
18000	1648000.0	186590.46063504962	1648000.0	186590.46063504962	101.2	7.807688518377254	0	0.0	0	0	0.0	0	0.0	0	0	0.0	506	101.2	89	110	7.807688518377254	0	0	103
21600	1296000.0	155125.7554373225	1296000.0	155125.7554373225	117.4	8.867919710958146	0	0.0	0	0	0.0	0	0.0	0	0	0.0	587	117.4	103	129	8.867919710958146	0	0	81
25200	1312000.0	400319.8721022977	1312000.0	400319.8721022977	133.8	12.890306435457616	0	0.0	0	0	0.0	0	0.0	0	0	0.0	669	133.8	113	148	12.890306435457616	0	0	82
28800	1248000.0	212263.9865827456	1248000.0	212263.9865827456	149.4	14.62326912834473	0	0.0	0	0	0.0	0	0.0	0	0	0.0	747	149.4	125	164	14.62326912834473	0	0	78
32400	1520000.0	182428.06801586208	1520000.0	182428.06801586208	168.4	13.994284547628721	0	0.0	0	0	0.0	0	0.0	0	0	0.0	842	168.4	145	183	13.994284547628721	0	0	95
36000	1440000.0	113137.0849898476	1440000.0	113137.0849898476	186.4	14.458215657542254	0	0.0	0	0	0.0	0	0.0	0	0	0.0	932	186.4	163	200	14.458215657542254	0	0	90
39600	1328000.0	260952.10288480145	1328000.0	260952.10288480145	203.0	17.515707236649053	0	0.0	0	0	0.0	0	0.0	0	0	0.0	1015	203.0	175	219	17.515707236649053	0	0	83
43200	1568000.0	96000.0	1568000.0	96000.0	222.6	17.304334717058612	0	0.0	0	0	0.0	0	0.0	0	0	0.0	1113	222.6	194	237	17.304334717058612	0	0	98
46800	1488000.0	164730.08225579202	1488000.0	164730.08225579202	241.2	17.747112441183216	0	0.0	0	0	0.0	0	0.0	0	0	0.0	1206	241.2	210	256	17.747112441183216	0	0	93
50400	1392000.0	341666.50406500197	1392000.0	341666.50406500197	258.6	16.98940846527624	0	0.0	0	0	0.0	0	0.0	0	0	0.0	1293	258.6	228	278	16.98940846527624	0	0	87
54000	1600000.0	381994.7643620263	1600000.0	381994.7643620263	278.6	13.60294085850556	0	0.0	0	0	0.0	0	0.0	0	0	0.0	1393	278.6	256	298	13.60294085850556	0	0	100
57600	1696000.0	333322.66649599455	1696000.0	333322.66649599455	299.8	12.544321424453376	0	0.0	0	0	0.0	0	0.0	0	0	0.0	1499	299.8	283	322	12.544321424453376	0	0	106
61200	1504000.0	321596.0198758685	1504000.0	321596.0198758685	318.6	15.538339679644025	0	0.0	0	0	0.0	0	0.0	0	0	0.0	1593	318.6	296	344	15.538339679644025	0	0	94
64800	1984000.0	376595.27347007423	1984000.0	376595.27347007423	343.4	15.653753543479596	0	0.0	0	0	0.0	0	0.0	0	0	0.0	1717	343.4	320	368	15.653753543479596	0	0	124
68400	1856000.0	292410.67011995305	1856000.0	292410.67011995305	366.6	19.001052602421794	0	0.0	0	0	0.0	0	0.0	0	0	0.0	1833	366.6	338	395	19.001052602421794	0	0	116
72000	1840000.0	452548.3399593904	1840000.0	452548.3399593904	389.6	16.094719630984567	0	0.0	0	0	0.0	0	0.0	0	0	0.0	1948	389.6	372	417	16.094719630984567	0	0	115
75600	1664000.0	396464.37418764376	1664000.0	396464.37418764376	410.4	20.0059991002699	0	0.0	0	0	0.0	0	0.0	0	0	0.0	2052	410.4	390	446	20.0059991002699	0	0	104
79200	1664000.0	259969.22894835073	1664000.0	259969.22894835073	431.2	18.723247581549522	0	0.0	0	0	0.0	0	0.0	0	0	0.0	2156	431.2	409	463	18.723247581549522	0	0	104
82800	1872000.0	240532.74205396653	1872000.0	240532.74205396653	454.6	18.017769007288333	0	0.0	0	0	0.0	0	0.0	0	0	0.0	2273	454.6	430	484	18.017769007288333	0	0	117
86400	1536000.0	292410.67011995305	1536000.0	292410.67011995305	473.8	19.528440797974632	0	0.0	0	0	0.0	0	0.0	0	0	0.0	2369	473.8	444	505	19.528440797974632	0	0	96
90000	1552000.0	212263.9865827456	1552000.0	212263.9865827456	493.2	20.252407264322926	0	0.0	0	0	0.0	0	0.0	0	0	0.0	2466	493.2	463	526	20.252407264322926	0	0	97
93600	1568000.0	322391.06687375816	1568000.0	322391.06687375816	512.8	23.404273114113156	0	0.0	0	0	0.0	0	0.0	0	0	0.0	2564	512.8	480	551	23.404273114113156	0	0	98
97200	1488000.0	129984.61447417537	1488000.0	129984.61447417537	531.4	24.385241438214223	0	0.0	0	0	0.0	0	0.0	0	0	0.0	2657	531.4	499	572	24.385241438214223	0	0	93
100800	1920000.0	554256.2584220407	1920000.0	554256.2584220407	555.4	25.65618833731932	0	0.0	0	0	0.0	0	0.0	0	0	0.0	2777	555.4	520	591	25.65618833731932	0	0	120
104400	1712000.0	265811.9636133784	1712000.0	265811.9636133784	576.8	25.245989780557228	0	0.0	0	0	0.0	0	0.0	0	0	0.0	2884	576.8	540	611	25.245989780557228	0	0	107
108000	1696000.0	483718.9266505912	1696000.0	483718.9266505912	598.0	29.543188724306656	0	0.0	0	0	0.0	0	0.0	0	0	0.0	2990	598.0	550	633	29.543188724306656	0	0	106
111600	1552000.0	218210.9071517737	1552000.0	218210.9071517737	617.4	28.639832401744254	0	0.0	0	0	0.0	0	0.0	0	0	0.0	3087	617.4	573	655	28.639832401744254	0	0	97
115200	1696000.0	483718.9266505912	1696000.0	483718.9266505912	638.6	26.29524671875128	0	0.0	0	0	0.0	0	0.0	0	0	0.0	3193	638.6	593	667	26.29524671875128	0	0	106
118800	1904000.0	329460.16451158404	1904000.0	329460.16451158404	662.4	28.541899025818168	0	0.0	0	0	0.0	0	0.0	0	0	0.0	3312	662.4	616	693	28.541899025818168	0	0	119
122400	1760000.0	113137.0849898476	1760000.0	113137.0849898476	684.4	29.64860873633028	0	0.0	0	0	0.0	0	0.0	0	0	0.0	3422	684.4	637	717	29.64860873633028	0	0	110
126000	2000000.0	446855.6814006061	2000000.0	446855.6814006061	709.4	34.517242068276545	0	0.0	0	0	0.0	0	0.0	0	0	0.0	3547	709.4	651	745	34.517242068276545	0	0	125
129600	1824000.0	305260.5444534226	1824000.0	305260.5444534226	732.2	34.46389415025528	0	0.0	0	0	0.0	0	0.0	0	0	0.0	3661	732.2	673	770	34.46389415025528	0	0	114
133200	1648000.0	373866.28625753353	1648000.0	373866.28625753353	752.8	32.63372488699382	0	0.0	0	0	0.0	0	0.0	0	0	0.0	3764	752.8	698	789	32.63372488699382	0	0	103
136800	2016000.0	373180.92127009924	2016000.0	373180.92127009924	778.0	28.39013913315678	0	0.0	0	0	0.0	0	0.0	0	0	0.0	3890	778.0	731	808	28.39013913315678	0	0	126
140400	1856000.0	541169.1048092084	1856000.0	541169.1048092084	801.2	25.466841186138495	0	0.0	0	0	0.0	0	0.0	0	0	0.0	4006	801.2	762	831	25.466841186138495	0	0	116
144000	1792000.0	314350.123270216	1792000.0	314350.123270216	823.6	24.83223711227001	0	0.0	0	0	0.0	0	0.0	0	0	0.0	4118	823.6	786	858	24.83223711227001	0	0	112
147600	1728000.0	279885.6909525744	1728000.0	279885.6909525744	845.2	27.83810338367181	0	0.0	0	0	0.0	0	0.0	0	0	0.0	4226	845.2	803	884	27.83810338367181	0	0	108
151200	1744000.0	269636.7927416435	1744000.0	269636.7927416435	867.0	27.878306978724517	0	0.0	0	0	0.0	0	0.0	0	0	0.0	4335	867.0	829	908	27.878306978724517	0	0	109
154800	2448000.0	206145.579627602	2448000.0	206145.579627602	897.6	28.806943607401323	0	0.0	0	0	0.0	0	0.0	0	0	0.0	4488	897.6	858	942	28.806943607401323	0	0	153
158400	2192000.0	400319.8721022977	2192000.0	400319.8721022977	925.0	28.29840984931839	0	0.0	0	0	0.0	0	0.0	0	0	0.0	4625	925.0	881	966	28.29840984931839	0	0	137
162000	1776000.0	146642.42223858688	1776000.0	146642.42223858688	947.2	28.385911998736276	0	0.0	0	0	0.0	0	0.0	0	0	0.0	4736	947.2	904	990	28.385911998736276	0	0	111
165600	2048000.0	129984.61447417537	2048000.0	129984.61447417537	972.8	26.7686383665662	0	0.0	0	0	0.0	0	0.0	0	0	0.0	4864	972.8	932	1013	26.7686383665662	0	0	128
169200	2000000.0	242652.0142096496	2000000.0	242652.0142096496	997.8	24.391801901458614	0	0.0	0	0	0.0	0	0.0	0	0	0.0	4989	997.8	961	1033	24.391801901458614	0	0	125
172800	1904000.0	288000.0	1904000.0	288000.0	1021.6	23.44866733953126	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5108	1021.6	987	1053	23.44866733953126	0	0	119
176400	2272000.0	172325.27382830414	2272000.0	172325.27382830414	1050.0	24.437675830569486	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5250	1050.0	1012	1080	24.437675830569486	0	0	142
180000	1920000.0	262906.8276024797	1920000.0	262906.8276024797	1074.0	25.361387974635775	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5370	1074.0	1032	1104	25.361387974635775	0	0	120
