time	gasCreateUserMean(2)	gasCreateUserStd(3)	gasCreateProposalMean(4)	gasCreateProposalStd(5)	gasTotalMean(6)	gasTotalStd(7)	createProposalMean(8)	createProposalStd(9)	createUserMean(10)	createUserStd(11)	totProposal(12)	avgProposal(13)	minProposal(14)	maxProposal(15)	stdProposal(16)	totVote(17)	avgVote(18)	minVote(19)	maxVote(20)	stdVote(21)	totUser(22)	avgUser(23)	minUser(24)	maxUser(25)	stdUser(26)	totAggrProposal(27)	totAggrVote(28)	totAggrUser(29)
43200	66.6	88.8	11111.0	12171.490672879801	11177.6	12252.607242542299	8.0	1.4142135623730951	5.2	0.7483314773547882	40	8.0	6	10	1.4142135623730951	0	0.0	0	0	0.0	26	5.2	4	6	0.7483314773547882	5	0	3
46800	111.0	99.28141820099066	15555.4	11331.041163105885	15666.4	11418.216333561033	9.4	1.624807680927192	6.2	0.7483314773547882	47	9.4	7	11	1.624807680927192	0	0.0	0	0	0.0	31	6.2	5	7	0.7483314773547882	7	0	5
50400	44.4	54.37867228978655	8888.8	8314.711044889053	8933.2	8326.746553126257	10.2	2.039607805437114	6.6	0.7999999999999999	51	10.2	8	13	2.039607805437114	0	0.0	0	0	0.0	33	6.6	6	8	0.7999999999999999	4	0	2
54000	22.2	44.4	6666.6	5443.2561064127785	6688.8	5461.532729921153	10.8	2.3151673805580453	6.8	0.9797958971132712	54	10.8	8	14	2.3151673805580453	0	0.0	0	0	0.0	34	6.8	6	8	0.9797958971132712	3	0	1
57600	44.4	54.37867228978655	6666.6	5443.2561064127785	6711.0	5479.658456509858	11.4	2.727636339397171	7.2	1.16619037896906	57	11.4	8	15	2.727636339397171	0	0.0	0	0	0.0	36	7.2	6	9	1.16619037896906	3	0	2
61200	44.4	54.37867228978655	6666.6	8888.800000000001	6711.0	8938.775844599752	12.0	3.03315017762062	7.6	1.3564659966250536	60	12.0	8	16	3.03315017762062	0	0.0	0	0	0.0	38	7.6	6	10	1.3564659966250536	3	0	2
64800	22.2	44.4	4444.4	5443.2561064127785	4466.6	5470.5580556283285	12.4	3.2	7.8	1.32664991614216	62	12.4	8	16	3.2	0	0.0	0	0	0.0	39	7.8	6	10	1.32664991614216	2	0	1
68400	44.4	54.37867228978655	6666.6	8888.800000000001	6711.0	8938.775844599752	13.0	3.687817782917155	8.2	1.4696938456699067	65	13.0	8	18	3.687817782917155	0	0.0	0	0	0.0	41	8.2	6	10	1.4696938456699067	3	0	2
72000	44.4	54.37867228978655	4444.4	5443.2561064127785	4488.8	5497.634778702564	13.4	4.127953488110059	8.6	1.8547236990991407	67	13.4	8	19	4.127953488110059	0	0.0	0	0	0.0	43	8.6	6	11	1.8547236990991407	2	0	2
75600	66.6	54.37867228978655	8888.8	8314.711044889054	8955.4	8362.218739066804	14.2	3.7629775444453557	9.2	1.5999999999999999	71	14.2	10	20	3.7629775444453557	0	0.0	0	0	0.0	46	9.2	7	11	1.5999999999999999	4	0	3
79200	0.0	0.0	0.0	0.0	0.0	0.0	14.2	3.7629775444453557	9.2	1.5999999999999999	71	14.2	10	20	3.7629775444453557	0	0.0	0	0	0.0	46	9.2	7	11	1.5999999999999999	0	0	0
82800	111.0	121.59440776614689	15555.4	11331.041163105885	15666.4	11440.014031459927	15.6	4.317406628984581	10.2	2.1354156504062622	78	15.6	12	23	4.317406628984581	0	0.0	0	0	0.0	51	10.2	8	14	2.1354156504062622	7	0	5
86400	44.4	54.37867228978655	11111.0	12171.490672879801	11155.4	12212.075951286904	16.6	4.923413450036469	10.6	2.5768197453450252	83	16.6	12	24	4.923413450036469	0	0.0	0	0	0.0	53	10.6	8	15	2.5768197453450252	5	0	2
90000	0.0	0.0	0.0	0.0	0.0	0.0	16.6	4.923413450036469	10.6	2.5768197453450252	83	16.6	12	24	4.923413450036469	0	0.0	0	0	0.0	53	10.6	8	15	2.5768197453450252	0	0	0
93600	0.0	0.0	2222.2	4444.4	2222.2	4444.4	16.8	4.749736834815167	10.6	2.5768197453450252	84	16.8	13	24	4.749736834815167	0	0.0	0	0	0.0	53	10.6	8	15	2.5768197453450252	1	0	0
97200	44.4	88.8	11111.0	12171.490672879801	11155.4	12252.607242542299	17.8	4.019950248448356	11.0	2.280350850198276	89	17.8	14	24	4.019950248448356	0	0.0	0	0	0.0	55	11.0	9	15	2.280350850198276	5	0	2
100800	22.2	44.4	6666.6	5443.2561064127785	6688.8	5461.532729921153	18.4	3.9293765408777004	11.2	2.227105745132009	92	18.4	14	24	3.9293765408777004	0	0.0	0	0	0.0	56	11.2	9	15	2.227105745132009	3	0	1
104400	111.0	70.20256405573802	19999.8	8314.711044889053	20110.8	8344.619617454111	20.2	3.6	12.2	2.039607805437114	101	20.2	16	25	3.6	0	0.0	0	0	0.0	61	12.2	10	16	2.039607805437114	9	0	5
108000	22.2	44.4	4444.4	8888.8	4466.6	8933.2	20.6	4.176122603564219	12.4	2.4166091947189146	103	20.6	16	27	4.176122603564219	0	0.0	0	0	0.0	62	12.4	10	17	2.4166091947189146	2	0	1
