time	gasCraMean(2)	gasCraStd(3)	gasTotalMean(4)	gasTotalStd(5)	craMean(6)	craStd(7)	totKitty(8)	avgKitty(9)	minKitty(10)	maxKitty(11)	stdKitty(12)
256380	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
256440	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
256500	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
256560	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
256620	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
256680	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
256740	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
256800	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
256860	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
256920	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
256980	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
257040	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
257100	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
257160	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
257220	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
257280	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
257340	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
257400	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
257460	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
257520	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
257580	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
257640	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
257700	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
257760	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
257820	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
257880	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
257940	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258000	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258060	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258120	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258180	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258240	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258300	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258360	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258420	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258480	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258540	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258600	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258660	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258720	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258780	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258840	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258900	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
258960	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259020	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259080	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259140	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259200	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259260	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259320	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259380	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259440	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259500	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259560	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259620	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259680	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259740	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259800	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259860	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259920	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
259980	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
260040	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
260100	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
260160	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
260220	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
260280	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
260340	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
260400	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
260460	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
260520	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
260580	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
260640	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
260700	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
260760	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
260820	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
260880	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
260940	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261000	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261060	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261120	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261180	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261240	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261300	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261360	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261420	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261480	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261540	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261600	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261660	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261720	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261780	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261840	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261900	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
261960	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262020	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262080	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262140	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262200	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262260	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262320	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262380	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262440	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262500	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262560	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262620	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262680	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262740	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262800	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262860	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262920	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
262980	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
263040	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
263100	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
263160	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
263220	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
263280	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
263340	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
263400	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
263460	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
263520	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
263580	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
263640	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
263700	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
263760	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
263820	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
263880	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
263940	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264000	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264060	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264120	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264180	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264240	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264300	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264360	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264420	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264480	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264540	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264600	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264660	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264720	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264780	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264840	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264900	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
264960	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265020	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265080	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265140	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265200	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265260	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265320	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265380	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265440	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265500	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265560	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265620	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265680	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265740	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265800	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265860	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265920	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
265980	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
266040	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
266100	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
266160	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
266220	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
266280	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
266340	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
266400	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
266460	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
266520	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
266580	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
266640	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
266700	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
266760	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
266820	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
266880	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
266940	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
267000	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
267060	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
267120	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
267180	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
267240	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
