time	gasCreateUserMean(2)	gasCreateUserStd(3)	gasCreateProposalMean(4)	gasCreateProposalStd(5)	gasVoteMean(6)	gasVoteStd(7)	gasTotalMean(8)	gasTotalStd(9)	createProposalMean(10)	createProposalStd(11)	createUserMean(12)	createUserStd(13)	voteMean(14)	voteStd(15)	totProposal(16)	avgProposal(17)	minProposal(18)	maxProposal(19)	stdProposal(20)	totVote(21)	avgVote(22)	minVote(23)	maxVote(24)	stdVote(25)	totUser(26)	avgUser(27)	minUser(28)	maxUser(29)	stdUser(30)	totAggrProposal(31)	totAggrVote(32)	totAggrUser(33)
0	928000.0	81584.31221748456	546000.0	314299.2204890111	1120000.0	702566.7228100118	2594000.0	1076505.4574873273	2.6	1.4966629547095764	11.6	1.0198039027185568	11.2	7.025667228100119	13	2.6	0	4	1.4966629547095764	56	11.2	0	21	7.025667228100119	58	11.6	10	13	1.0198039027185568	13	56	58
3600	1088000.0	356336.9192211214	840000.0	375659.4202199647	4140000.0	1976461.4845728718	6068000.0	2676821.996323252	6.6	2.33238075793812	25.2	4.354308211415448	52.6	20.76150283577757	33	6.6	3	9	2.33238075793812	263	52.6	21	82	20.76150283577757	126	25.2	20	33	4.354308211415448	20	207	68
7200	912000.0	119733.03637676612	588000.0	205757.13839378697	4980000.0	2685069.8314941456	6480000.0	2973778.740928787	9.4	2.65329983228432	36.6	5.462600113499065	102.4	43.158313220050665	47	9.4	6	13	2.65329983228432	512	102.4	65	181	43.158313220050665	183	36.6	32	47	5.462600113499065	14	249	57
10800	1056000.0	217034.55946000858	672000.0	428317.63914179394	6460000.0	3963130.076088848	8188000.0	4497485.519709875	12.6	1.8547236990991407	49.8	3.3105890714493698	167.0	37.16449918941462	63	12.6	10	15	1.8547236990991407	835	167.0	123	210	37.16449918941462	249	49.8	47	56	3.3105890714493698	16	323	66
14400	960000.0	331783.06165324355	420000.0	132815.66172707194	6320000.0	2426025.556336948	7700000.0	2656561.6875954526	14.6	2.0591260281974	61.8	6.1773780845922	230.2	49.47484209171365	73	14.6	12	17	2.0591260281974	1151	230.2	180	318	49.47484209171365	309	61.8	57	73	6.1773780845922	10	316	60
18000	992000.0	387318.98998112656	630000.0	351397.2111443117	1.084E7	6660510.49094587	1.2462E7	7351433.601686137	17.6	3.2619012860600183	74.2	9.785703858180053	338.6	113.02495299711475	88	17.6	13	22	3.2619012860600183	1693	338.6	182	527	113.02495299711475	371	74.2	62	91	9.785703858180053	15	542	62
21600	1136000.0	234059.8214132447	672000.0	205757.13839378697	1.26E7	1946278.5001124581	1.4408E7	2193940.746693037	20.8	2.9257477676655586	88.4	9.951884243699784	464.6	126.05808185118477	104	20.8	16	25	2.9257477676655586	2323	464.6	293	678	126.05808185118477	442	88.4	75	106	9.951884243699784	16	630	71
25200	1008000.0	164730.08225579202	546000.0	252000.0	1.194E7	6313350.932745621	1.3494E7	6591205.049154517	23.4	3.4985711369071804	101.0	10.315037566582102	584.0	136.94524453225822	117	23.4	17	27	3.4985711369071804	2920	584.0	332	750	136.94524453225822	505	101.0	86	118	10.315037566582102	13	597	63
28800	1088000.0	293284.84447717376	672000.0	244899.97958350263	1.708E7	7376286.328498915	1.884E7	7412813.231155902	26.6	3.4409301068170506	114.6	10.744300814850634	754.8	164.87498294162157	133	26.6	21	31	3.4409301068170506	3774	754.8	528	1036	164.87498294162157	573	114.6	96	129	10.744300814850634	16	854	68
32400	848000.0	337899.393311086	630000.0	375659.4202199647	1.58E7	8234561.311933988	1.7278E7	8895653.770240836	29.6	4.2708313008125245	125.2	10.796295661012623	912.8	202.37134184463963	148	29.6	23	33	4.2708313008125245	4564	912.8	620	1171	202.37134184463963	626	125.2	107	137	10.796295661012623	15	790	53
