time	gasCreazioneMean(2)	gasCreazioneStd(3)	gasTotalMean(4)	gasTotalStd(5)	creazioneMean(6)	creazioneStd(7)	totKitty(8)	avgKitty(9)	minKitty(10)	maxKitty(11)	stdKitty(12)
169200	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
172800	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
176400	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
180000	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
183600	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
187200	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
190800	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
194400	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
198000	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
201600	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
205200	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
208800	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
212400	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
216000	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
219600	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
223200	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
226800	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
230400	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
234000	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
237600	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
241200	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
244800	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
248400	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
252000	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
255600	0.0	0.0	0.0	0.0	0.6	0.7999999999999999	3	0.6	0	2	0.7999999999999999
