time	gasInitializeMean(2)	gasInitializeStd(3)	gasMintMean(4)	gasMintStd(5)	gasTotalMean(6)	gasTotalStd(7)	mintMean(8)	mintStd(9)	initializeMean(10)	initializeStd(11)	totPool(12)	avgPool(13)	minPool(14)	maxPool(15)	stdPool(16)
118500	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	118560.0	0.0	0	0.0	0	0	0.0
118560	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	118620.0	0.0	0	0.0	0	0	0.0
118620	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	118680.0	0.0	0	0.0	0	0	0.0
118680	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	118740.0	0.0	0	0.0	0	0	0.0
118740	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	118800.0	0.0	0	0.0	0	0	0.0
118800	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	118860.0	0.0	0	0.0	0	0	0.0
118860	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	118920.0	0.0	0	0.0	0	0	0.0
118920	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	118980.0	0.0	0	0.0	0	0	0.0
118980	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	119040.0	0.0	0	0.0	0	0	0.0
119040	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	119100.0	0.0	0	0.0	0	0	0.0
119100	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	119160.0	0.0	0	0.0	0	0	0.0
119160	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	119220.0	0.0	0	0.0	0	0	0.0
119220	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	119280.0	0.0	0	0.0	0	0	0.0
119280	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	119340.0	0.0	0	0.0	0	0	0.0
119340	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	119400.0	0.0	0	0.0	0	0	0.0
119400	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	119460.0	0.0	0	0.0	0	0	0.0
119460	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	119520.0	0.0	0	0.0	0	0	0.0
119520	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	119580.0	0.0	0	0.0	0	0	0.0
119580	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	119640.0	0.0	0	0.0	0	0	0.0
119640	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	119700.0	0.0	0	0.0	0	0	0.0
119700	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	119760.0	0.0	0	0.0	0	0	0.0
119760	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	119820.0	0.0	0	0.0	0	0	0.0
119820	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	119880.0	0.0	0	0.0	0	0	0.0
119880	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	119940.0	0.0	0	0.0	0	0	0.0
119940	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120000.0	0.0	0	0.0	0	0	0.0
120000	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120060.0	0.0	0	0.0	0	0	0.0
120060	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120120.0	0.0	0	0.0	0	0	0.0
120120	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120180.0	0.0	0	0.0	0	0	0.0
120180	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120240.0	0.0	0	0.0	0	0	0.0
120240	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120300.0	0.0	0	0.0	0	0	0.0
120300	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120360.0	0.0	0	0.0	0	0	0.0
120360	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120420.0	0.0	0	0.0	0	0	0.0
120420	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120480.0	0.0	0	0.0	0	0	0.0
120480	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120540.0	0.0	0	0.0	0	0	0.0
120540	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120600.0	0.0	0	0.0	0	0	0.0
120600	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120660.0	0.0	0	0.0	0	0	0.0
120660	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120720.0	0.0	0	0.0	0	0	0.0
120720	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120780.0	0.0	0	0.0	0	0	0.0
120780	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120840.0	0.0	0	0.0	0	0	0.0
120840	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120900.0	0.0	0	0.0	0	0	0.0
120900	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	120960.0	0.0	0	0.0	0	0	0.0
120960	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121020.0	0.0	0	0.0	0	0	0.0
121020	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121080.0	0.0	0	0.0	0	0	0.0
121080	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121140.0	0.0	0	0.0	0	0	0.0
121140	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121200.0	0.0	0	0.0	0	0	0.0
121200	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121260.0	0.0	0	0.0	0	0	0.0
121260	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121320.0	0.0	0	0.0	0	0	0.0
121320	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121380.0	0.0	0	0.0	0	0	0.0
121380	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121440.0	0.0	0	0.0	0	0	0.0
121440	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121500.0	0.0	0	0.0	0	0	0.0
121500	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121560.0	0.0	0	0.0	0	0	0.0
121560	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121620.0	0.0	0	0.0	0	0	0.0
121620	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121680.0	0.0	0	0.0	0	0	0.0
121680	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121740.0	0.0	0	0.0	0	0	0.0
121740	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121800.0	0.0	0	0.0	0	0	0.0
121800	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121860.0	0.0	0	0.0	0	0	0.0
121860	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121920.0	0.0	0	0.0	0	0	0.0
121920	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	121980.0	0.0	0	0.0	0	0	0.0
121980	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	122040.0	0.0	0	0.0	0	0	0.0
122040	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	122100.0	0.0	0	0.0	0	0	0.0
122100	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	122160.0	0.0	0	0.0	0	0	0.0
122160	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	122220.0	0.0	0	0.0	0	0	0.0
122220	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	122280.0	0.0	0	0.0	0	0	0.0
122280	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	122340.0	0.0	0	0.0	0	0	0.0
122340	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	122400.0	0.0	0	0.0	0	0	0.0
122400	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	122460.0	0.0	0	0.0	0	0	0.0
122460	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	122520.0	0.0	0	0.0	0	0	0.0
122520	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	122580.0	0.0	0	0.0	0	0	0.0
122580	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	122640.0	0.0	0	0.0	0	0	0.0
122640	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	122700.0	0.0	0	0.0	0	0	0.0
122700	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	122760.0	0.0	0	0.0	0	0	0.0
122760	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	122820.0	0.0	0	0.0	0	0	0.0
122820	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	122880.0	0.0	0	0.0	0	0	0.0
122880	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	122940.0	0.0	0	0.0	0	0	0.0
122940	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123000.0	0.0	0	0.0	0	0	0.0
123000	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123060.0	0.0	0	0.0	0	0	0.0
123060	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123120.0	0.0	0	0.0	0	0	0.0
123120	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123180.0	0.0	0	0.0	0	0	0.0
123180	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123240.0	0.0	0	0.0	0	0	0.0
123240	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123300.0	0.0	0	0.0	0	0	0.0
123300	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123360.0	0.0	0	0.0	0	0	0.0
123360	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123420.0	0.0	0	0.0	0	0	0.0
123420	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123480.0	0.0	0	0.0	0	0	0.0
123480	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123540.0	0.0	0	0.0	0	0	0.0
123540	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123600.0	0.0	0	0.0	0	0	0.0
123600	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123660.0	0.0	0	0.0	0	0	0.0
123660	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123720.0	0.0	0	0.0	0	0	0.0
123720	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123780.0	0.0	0	0.0	0	0	0.0
123780	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123840.0	0.0	0	0.0	0	0	0.0
123840	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123900.0	0.0	0	0.0	0	0	0.0
123900	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	123960.0	0.0	0	0.0	0	0	0.0
123960	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124020.0	0.0	0	0.0	0	0	0.0
124020	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124080.0	0.0	0	0.0	0	0	0.0
124080	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124140.0	0.0	0	0.0	0	0	0.0
124140	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124200.0	0.0	0	0.0	0	0	0.0
124200	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124260.0	0.0	0	0.0	0	0	0.0
124260	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124320.0	0.0	0	0.0	0	0	0.0
124320	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124380.0	0.0	0	0.0	0	0	0.0
124380	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124440.0	0.0	0	0.0	0	0	0.0
124440	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124500.0	0.0	0	0.0	0	0	0.0
124500	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124560.0	0.0	0	0.0	0	0	0.0
124560	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124620.0	0.0	0	0.0	0	0	0.0
124620	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124680.0	0.0	0	0.0	0	0	0.0
124680	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124740.0	0.0	0	0.0	0	0	0.0
124740	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124800.0	0.0	0	0.0	0	0	0.0
124800	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124860.0	0.0	0	0.0	0	0	0.0
124860	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124920.0	0.0	0	0.0	0	0	0.0
124920	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	124980.0	0.0	0	0.0	0	0	0.0
124980	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	125040.0	0.0	0	0.0	0	0	0.0
125040	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	125100.0	0.0	0	0.0	0	0	0.0
125100	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	125160.0	0.0	0	0.0	0	0	0.0
125160	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	125220.0	0.0	0	0.0	0	0	0.0
125220	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	125280.0	0.0	0	0.0	0	0	0.0
125280	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	125340.0	0.0	0	0.0	0	0	0.0
125340	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	125400.0	0.0	0	0.0	0	0	0.0
125400	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	125460.0	0.0	0	0.0	0	0	0.0
125460	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	125520.0	0.0	0	0.0	0	0	0.0
125520	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	125580.0	0.0	0	0.0	0	0	0.0
125580	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	125640.0	0.0	0	0.0	0	0	0.0
125640	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	125700.0	0.0	0	0.0	0	0	0.0
125700	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	125760.0	0.0	0	0.0	0	0	0.0
125760	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	125820.0	0.0	0	0.0	0	0	0.0
125820	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	125880.0	0.0	0	0.0	0	0	0.0
125880	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	125940.0	0.0	0	0.0	0	0	0.0
125940	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126000.0	0.0	0	0.0	0	0	0.0
126000	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126060.0	0.0	0	0.0	0	0	0.0
126060	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126120.0	0.0	0	0.0	0	0	0.0
126120	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126180.0	0.0	0	0.0	0	0	0.0
126180	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126240.0	0.0	0	0.0	0	0	0.0
126240	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126300.0	0.0	0	0.0	0	0	0.0
126300	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126360.0	0.0	0	0.0	0	0	0.0
126360	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126420.0	0.0	0	0.0	0	0	0.0
126420	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126480.0	0.0	0	0.0	0	0	0.0
126480	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126540.0	0.0	0	0.0	0	0	0.0
126540	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126600.0	0.0	0	0.0	0	0	0.0
126600	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126660.0	0.0	0	0.0	0	0	0.0
126660	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126720.0	0.0	0	0.0	0	0	0.0
126720	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126780.0	0.0	0	0.0	0	0	0.0
126780	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126840.0	0.0	0	0.0	0	0	0.0
126840	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126900.0	0.0	0	0.0	0	0	0.0
126900	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	126960.0	0.0	0	0.0	0	0	0.0
126960	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127020.0	0.0	0	0.0	0	0	0.0
127020	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127080.0	0.0	0	0.0	0	0	0.0
127080	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127140.0	0.0	0	0.0	0	0	0.0
127140	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127200.0	0.0	0	0.0	0	0	0.0
127200	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127260.0	0.0	0	0.0	0	0	0.0
127260	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127320.0	0.0	0	0.0	0	0	0.0
127320	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127380.0	0.0	0	0.0	0	0	0.0
127380	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127440.0	0.0	0	0.0	0	0	0.0
127440	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127500.0	0.0	0	0.0	0	0	0.0
127500	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127560.0	0.0	0	0.0	0	0	0.0
127560	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127620.0	0.0	0	0.0	0	0	0.0
127620	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127680.0	0.0	0	0.0	0	0	0.0
127680	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127740.0	0.0	0	0.0	0	0	0.0
127740	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127800.0	0.0	0	0.0	0	0	0.0
127800	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127860.0	0.0	0	0.0	0	0	0.0
127860	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127920.0	0.0	0	0.0	0	0	0.0
127920	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	127980.0	0.0	0	0.0	0	0	0.0
127980	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	128040.0	0.0	0	0.0	0	0	0.0
128040	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	128100.0	0.0	0	0.0	0	0	0.0
128100	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	128160.0	0.0	0	0.0	0	0	0.0
128160	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	128220.0	0.0	0	0.0	0	0	0.0
128220	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	128280.0	0.0	0	0.0	0	0	0.0
128280	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	128340.0	0.0	0	0.0	0	0	0.0
128340	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	128400.0	0.0	0	0.0	0	0	0.0
128400	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	128460.0	0.0	0	0.0	0	0	0.0
128460	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	128520.0	0.0	0	0.0	0	0	0.0
128520	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	128580.0	0.0	0	0.0	0	0	0.0
128580	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	128640.0	0.0	0	0.0	0	0	0.0
128640	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	128700.0	0.0	0	0.0	0	0	0.0
128700	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	128760.0	0.0	0	0.0	0	0	0.0
128760	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	128820.0	0.0	0	0.0	0	0	0.0
128820	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	128880.0	0.0	0	0.0	0	0	0.0
128880	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	128940.0	0.0	0	0.0	0	0	0.0
128940	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129000.0	0.0	0	0.0	0	0	0.0
129000	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129060.0	0.0	0	0.0	0	0	0.0
129060	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129120.0	0.0	0	0.0	0	0	0.0
129120	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129180.0	0.0	0	0.0	0	0	0.0
129180	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129240.0	0.0	0	0.0	0	0	0.0
129240	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129300.0	0.0	0	0.0	0	0	0.0
129300	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129360.0	0.0	0	0.0	0	0	0.0
129360	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129420.0	0.0	0	0.0	0	0	0.0
129420	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129480.0	0.0	0	0.0	0	0	0.0
129480	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129540.0	0.0	0	0.0	0	0	0.0
129540	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129600.0	0.0	0	0.0	0	0	0.0
129600	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129660.0	0.0	0	0.0	0	0	0.0
129660	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129720.0	0.0	0	0.0	0	0	0.0
129720	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129780.0	0.0	0	0.0	0	0	0.0
129780	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129840.0	0.0	0	0.0	0	0	0.0
129840	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129900.0	0.0	0	0.0	0	0	0.0
129900	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	129960.0	0.0	0	0.0	0	0	0.0
129960	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130020.0	0.0	0	0.0	0	0	0.0
130020	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130080.0	0.0	0	0.0	0	0	0.0
130080	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130140.0	0.0	0	0.0	0	0	0.0
130140	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130200.0	0.0	0	0.0	0	0	0.0
130200	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130260.0	0.0	0	0.0	0	0	0.0
130260	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130320.0	0.0	0	0.0	0	0	0.0
130320	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130380.0	0.0	0	0.0	0	0	0.0
130380	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130440.0	0.0	0	0.0	0	0	0.0
130440	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130500.0	0.0	0	0.0	0	0	0.0
130500	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130560.0	0.0	0	0.0	0	0	0.0
130560	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130620.0	0.0	0	0.0	0	0	0.0
130620	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130680.0	0.0	0	0.0	0	0	0.0
130680	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130740.0	0.0	0	0.0	0	0	0.0
130740	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130800.0	0.0	0	0.0	0	0	0.0
130800	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130860.0	0.0	0	0.0	0	0	0.0
130860	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130920.0	0.0	0	0.0	0	0	0.0
130920	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	130980.0	0.0	0	0.0	0	0	0.0
130980	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	131040.0	0.0	0	0.0	0	0	0.0
131040	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	131100.0	0.0	0	0.0	0	0	0.0
131100	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	131160.0	0.0	0	0.0	0	0	0.0
131160	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	131220.0	0.0	0	0.0	0	0	0.0
131220	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	131280.0	0.0	0	0.0	0	0	0.0
131280	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	131340.0	0.0	0	0.0	0	0	0.0
131340	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	131400.0	0.0	0	0.0	0	0	0.0
131400	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	131460.0	0.0	0	0.0	0	0	0.0
131460	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	131520.0	0.0	0	0.0	0	0	0.0
131520	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	131580.0	0.0	0	0.0	0	0	0.0
131580	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	131640.0	0.0	0	0.0	0	0	0.0
131640	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	131700.0	0.0	0	0.0	0	0	0.0
131700	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	131760.0	0.0	0	0.0	0	0	0.0
131760	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	131820.0	0.0	0	0.0	0	0	0.0
131820	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	131880.0	0.0	0	0.0	0	0	0.0
