time	gasInitializeMean(2)	gasInitializeStd(3)	gasMintMean(4)	gasMintStd(5)	gasTotalMean(6)	gasTotalStd(7)	mintMean(8)	mintStd(9)	initializeMean(10)	initializeStd(11)	totPool(12)	avgPool(13)	minPool(14)	maxPool(15)	stdPool(16)
351900	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	351960.0	0.0	0	0.0	0	0	0.0
351960	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352020.0	0.0	0	0.0	0	0	0.0
352020	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352080.0	0.0	0	0.0	0	0	0.0
352080	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352140.0	0.0	0	0.0	0	0	0.0
352140	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352200.0	0.0	0	0.0	0	0	0.0
352200	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352260.0	0.0	0	0.0	0	0	0.0
352260	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352320.0	0.0	0	0.0	0	0	0.0
352320	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352380.0	0.0	0	0.0	0	0	0.0
352380	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352440.0	0.0	0	0.0	0	0	0.0
352440	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352500.0	0.0	0	0.0	0	0	0.0
352500	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352560.0	0.0	0	0.0	0	0	0.0
352560	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352620.0	0.0	0	0.0	0	0	0.0
352620	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352680.0	0.0	0	0.0	0	0	0.0
352680	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352740.0	0.0	0	0.0	0	0	0.0
352740	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352800.0	0.0	0	0.0	0	0	0.0
352800	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352860.0	0.0	0	0.0	0	0	0.0
352860	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352920.0	0.0	0	0.0	0	0	0.0
352920	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	352980.0	0.0	0	0.0	0	0	0.0
352980	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	353040.0	0.0	0	0.0	0	0	0.0
353040	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	353100.0	0.0	0	0.0	0	0	0.0
353100	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	353160.0	0.0	0	0.0	0	0	0.0
353160	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	353220.0	0.0	0	0.0	0	0	0.0
353220	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	353280.0	0.0	0	0.0	0	0	0.0
353280	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	353340.0	0.0	0	0.0	0	0	0.0
353340	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	353400.0	0.0	0	0.0	0	0	0.0
353400	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	353460.0	0.0	0	0.0	0	0	0.0
353460	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	353520.0	0.0	0	0.0	0	0	0.0
353520	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	353580.0	0.0	0	0.0	0	0	0.0
353580	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	353640.0	0.0	0	0.0	0	0	0.0
353640	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	353700.0	0.0	0	0.0	0	0	0.0
353700	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	353760.0	0.0	0	0.0	0	0	0.0
353760	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	353820.0	0.0	0	0.0	0	0	0.0
353820	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	353880.0	0.0	0	0.0	0	0	0.0
353880	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	353940.0	0.0	0	0.0	0	0	0.0
353940	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354000.0	0.0	0	0.0	0	0	0.0
354000	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354060.0	0.0	0	0.0	0	0	0.0
354060	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354120.0	0.0	0	0.0	0	0	0.0
354120	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354180.0	0.0	0	0.0	0	0	0.0
354180	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354240.0	0.0	0	0.0	0	0	0.0
354240	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354300.0	0.0	0	0.0	0	0	0.0
354300	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354360.0	0.0	0	0.0	0	0	0.0
354360	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354420.0	0.0	0	0.0	0	0	0.0
354420	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354480.0	0.0	0	0.0	0	0	0.0
354480	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354540.0	0.0	0	0.0	0	0	0.0
354540	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354600.0	0.0	0	0.0	0	0	0.0
354600	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354660.0	0.0	0	0.0	0	0	0.0
354660	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354720.0	0.0	0	0.0	0	0	0.0
354720	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354780.0	0.0	0	0.0	0	0	0.0
354780	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354840.0	0.0	0	0.0	0	0	0.0
354840	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354900.0	0.0	0	0.0	0	0	0.0
354900	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	354960.0	0.0	0	0.0	0	0	0.0
354960	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355020.0	0.0	0	0.0	0	0	0.0
355020	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355080.0	0.0	0	0.0	0	0	0.0
355080	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355140.0	0.0	0	0.0	0	0	0.0
355140	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355200.0	0.0	0	0.0	0	0	0.0
355200	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355260.0	0.0	0	0.0	0	0	0.0
355260	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355320.0	0.0	0	0.0	0	0	0.0
355320	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355380.0	0.0	0	0.0	0	0	0.0
355380	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355440.0	0.0	0	0.0	0	0	0.0
355440	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355500.0	0.0	0	0.0	0	0	0.0
355500	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355560.0	0.0	0	0.0	0	0	0.0
355560	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355620.0	0.0	0	0.0	0	0	0.0
355620	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355680.0	0.0	0	0.0	0	0	0.0
355680	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355740.0	0.0	0	0.0	0	0	0.0
355740	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355800.0	0.0	0	0.0	0	0	0.0
355800	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355860.0	0.0	0	0.0	0	0	0.0
355860	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355920.0	0.0	0	0.0	0	0	0.0
355920	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	355980.0	0.0	0	0.0	0	0	0.0
355980	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	356040.0	0.0	0	0.0	0	0	0.0
356040	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	356100.0	0.0	0	0.0	0	0	0.0
356100	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	356160.0	0.0	0	0.0	0	0	0.0
356160	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	356220.0	0.0	0	0.0	0	0	0.0
356220	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	356280.0	0.0	0	0.0	0	0	0.0
356280	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	356340.0	0.0	0	0.0	0	0	0.0
356340	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	356400.0	0.0	0	0.0	0	0	0.0
356400	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	356460.0	0.0	0	0.0	0	0	0.0
356460	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	356520.0	0.0	0	0.0	0	0	0.0
356520	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	356580.0	0.0	0	0.0	0	0	0.0
356580	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	356640.0	0.0	0	0.0	0	0	0.0
356640	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	356700.0	0.0	0	0.0	0	0	0.0
356700	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	356760.0	0.0	0	0.0	0	0	0.0
356760	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	356820.0	0.0	0	0.0	0	0	0.0
356820	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	356880.0	0.0	0	0.0	0	0	0.0
356880	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	356940.0	0.0	0	0.0	0	0	0.0
356940	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357000.0	0.0	0	0.0	0	0	0.0
357000	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357060.0	0.0	0	0.0	0	0	0.0
357060	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357120.0	0.0	0	0.0	0	0	0.0
357120	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357180.0	0.0	0	0.0	0	0	0.0
357180	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357240.0	0.0	0	0.0	0	0	0.0
357240	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357300.0	0.0	0	0.0	0	0	0.0
357300	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357360.0	0.0	0	0.0	0	0	0.0
357360	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357420.0	0.0	0	0.0	0	0	0.0
357420	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357480.0	0.0	0	0.0	0	0	0.0
357480	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357540.0	0.0	0	0.0	0	0	0.0
357540	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357600.0	0.0	0	0.0	0	0	0.0
357600	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357660.0	0.0	0	0.0	0	0	0.0
357660	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357720.0	0.0	0	0.0	0	0	0.0
357720	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357780.0	0.0	0	0.0	0	0	0.0
357780	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357840.0	0.0	0	0.0	0	0	0.0
357840	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357900.0	0.0	0	0.0	0	0	0.0
357900	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	357960.0	0.0	0	0.0	0	0	0.0
357960	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358020.0	0.0	0	0.0	0	0	0.0
358020	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358080.0	0.0	0	0.0	0	0	0.0
358080	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358140.0	0.0	0	0.0	0	0	0.0
358140	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358200.0	0.0	0	0.0	0	0	0.0
358200	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358260.0	0.0	0	0.0	0	0	0.0
358260	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358320.0	0.0	0	0.0	0	0	0.0
358320	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358380.0	0.0	0	0.0	0	0	0.0
358380	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358440.0	0.0	0	0.0	0	0	0.0
358440	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358500.0	0.0	0	0.0	0	0	0.0
358500	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358560.0	0.0	0	0.0	0	0	0.0
358560	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358620.0	0.0	0	0.0	0	0	0.0
358620	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358680.0	0.0	0	0.0	0	0	0.0
358680	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358740.0	0.0	0	0.0	0	0	0.0
358740	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358800.0	0.0	0	0.0	0	0	0.0
358800	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358860.0	0.0	0	0.0	0	0	0.0
358860	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358920.0	0.0	0	0.0	0	0	0.0
358920	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	358980.0	0.0	0	0.0	0	0	0.0
358980	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	359040.0	0.0	0	0.0	0	0	0.0
359040	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	359100.0	0.0	0	0.0	0	0	0.0
359100	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	359160.0	0.0	0	0.0	0	0	0.0
359160	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	359220.0	0.0	0	0.0	0	0	0.0
359220	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	359280.0	0.0	0	0.0	0	0	0.0
359280	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	359340.0	0.0	0	0.0	0	0	0.0
359340	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	359400.0	0.0	0	0.0	0	0	0.0
359400	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	359460.0	0.0	0	0.0	0	0	0.0
359460	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	359520.0	0.0	0	0.0	0	0	0.0
359520	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	359580.0	0.0	0	0.0	0	0	0.0
359580	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	359640.0	0.0	0	0.0	0	0	0.0
359640	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	359700.0	0.0	0	0.0	0	0	0.0
359700	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	359760.0	0.0	0	0.0	0	0	0.0
359760	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	359820.0	0.0	0	0.0	0	0	0.0
359820	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	359880.0	0.0	0	0.0	0	0	0.0
359880	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	359940.0	0.0	0	0.0	0	0	0.0
359940	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360000.0	0.0	0	0.0	0	0	0.0
360000	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360060.0	0.0	0	0.0	0	0	0.0
360060	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360120.0	0.0	0	0.0	0	0	0.0
360120	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360180.0	0.0	0	0.0	0	0	0.0
360180	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360240.0	0.0	0	0.0	0	0	0.0
360240	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360300.0	0.0	0	0.0	0	0	0.0
360300	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360360.0	0.0	0	0.0	0	0	0.0
360360	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360420.0	0.0	0	0.0	0	0	0.0
360420	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360480.0	0.0	0	0.0	0	0	0.0
360480	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360540.0	0.0	0	0.0	0	0	0.0
360540	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360600.0	0.0	0	0.0	0	0	0.0
360600	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360660.0	0.0	0	0.0	0	0	0.0
360660	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360720.0	0.0	0	0.0	0	0	0.0
360720	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360780.0	0.0	0	0.0	0	0	0.0
360780	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360840.0	0.0	0	0.0	0	0	0.0
360840	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360900.0	0.0	0	0.0	0	0	0.0
360900	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	360960.0	0.0	0	0.0	0	0	0.0
360960	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361020.0	0.0	0	0.0	0	0	0.0
361020	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361080.0	0.0	0	0.0	0	0	0.0
361080	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361140.0	0.0	0	0.0	0	0	0.0
361140	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361200.0	0.0	0	0.0	0	0	0.0
361200	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361260.0	0.0	0	0.0	0	0	0.0
361260	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361320.0	0.0	0	0.0	0	0	0.0
361320	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361380.0	0.0	0	0.0	0	0	0.0
361380	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361440.0	0.0	0	0.0	0	0	0.0
361440	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361500.0	0.0	0	0.0	0	0	0.0
361500	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361560.0	0.0	0	0.0	0	0	0.0
361560	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361620.0	0.0	0	0.0	0	0	0.0
361620	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361680.0	0.0	0	0.0	0	0	0.0
361680	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361740.0	0.0	0	0.0	0	0	0.0
361740	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361800.0	0.0	0	0.0	0	0	0.0
361800	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361860.0	0.0	0	0.0	0	0	0.0
361860	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361920.0	0.0	0	0.0	0	0	0.0
361920	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	361980.0	0.0	0	0.0	0	0	0.0
361980	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	362040.0	0.0	0	0.0	0	0	0.0
362040	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	362100.0	0.0	0	0.0	0	0	0.0
362100	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	362160.0	0.0	0	0.0	0	0	0.0
362160	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	362220.0	0.0	0	0.0	0	0	0.0
362220	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	362280.0	0.0	0	0.0	0	0	0.0
362280	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	362340.0	0.0	0	0.0	0	0	0.0
362340	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	362400.0	0.0	0	0.0	0	0	0.0
362400	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	362460.0	0.0	0	0.0	0	0	0.0
362460	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	362520.0	0.0	0	0.0	0	0	0.0
362520	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	362580.0	0.0	0	0.0	0	0	0.0
362580	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	362640.0	0.0	0	0.0	0	0	0.0
362640	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	362700.0	0.0	0	0.0	0	0	0.0
362700	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	362760.0	0.0	0	0.0	0	0	0.0
362760	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	362820.0	0.0	0	0.0	0	0	0.0
362820	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	362880.0	0.0	0	0.0	0	0	0.0
362880	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	362940.0	0.0	0	0.0	0	0	0.0
362940	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363000.0	0.0	0	0.0	0	0	0.0
363000	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363060.0	0.0	0	0.0	0	0	0.0
363060	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363120.0	0.0	0	0.0	0	0	0.0
363120	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363180.0	0.0	0	0.0	0	0	0.0
363180	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363240.0	0.0	0	0.0	0	0	0.0
363240	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363300.0	0.0	0	0.0	0	0	0.0
363300	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363360.0	0.0	0	0.0	0	0	0.0
363360	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363420.0	0.0	0	0.0	0	0	0.0
363420	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363480.0	0.0	0	0.0	0	0	0.0
363480	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363540.0	0.0	0	0.0	0	0	0.0
363540	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363600.0	0.0	0	0.0	0	0	0.0
363600	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363660.0	0.0	0	0.0	0	0	0.0
363660	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363720.0	0.0	0	0.0	0	0	0.0
363720	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363780.0	0.0	0	0.0	0	0	0.0
363780	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363840.0	0.0	0	0.0	0	0	0.0
363840	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363900.0	0.0	0	0.0	0	0	0.0
363900	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	363960.0	0.0	0	0.0	0	0	0.0
363960	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364020.0	0.0	0	0.0	0	0	0.0
364020	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364080.0	0.0	0	0.0	0	0	0.0
364080	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364140.0	0.0	0	0.0	0	0	0.0
364140	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364200.0	0.0	0	0.0	0	0	0.0
364200	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364260.0	0.0	0	0.0	0	0	0.0
364260	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364320.0	0.0	0	0.0	0	0	0.0
364320	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364380.0	0.0	0	0.0	0	0	0.0
364380	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364440.0	0.0	0	0.0	0	0	0.0
364440	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364500.0	0.0	0	0.0	0	0	0.0
364500	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364560.0	0.0	0	0.0	0	0	0.0
364560	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364620.0	0.0	0	0.0	0	0	0.0
364620	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364680.0	0.0	0	0.0	0	0	0.0
364680	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364740.0	0.0	0	0.0	0	0	0.0
364740	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364800.0	0.0	0	0.0	0	0	0.0
364800	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364860.0	0.0	0	0.0	0	0	0.0
364860	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364920.0	0.0	0	0.0	0	0	0.0
364920	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	364980.0	0.0	0	0.0	0	0	0.0
364980	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	365040.0	0.0	0	0.0	0	0	0.0
365040	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	365100.0	0.0	0	0.0	0	0	0.0
365100	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	365160.0	0.0	0	0.0	0	0	0.0
365160	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	365220.0	0.0	0	0.0	0	0	0.0
365220	3000000.0	0.0	0.0	0.0	3000000.0	0.0	0.0	0.0	365280.0	0.0	0	0.0	0	0	0.0
