time	gasDsefwffdsMean(2)	gasDsefwffdsStd(3)	gasTotalMean(4)	gasTotalStd(5)	dsefwffdsMean(6)	dsefwffdsStd(7)	totKitty(8)	avgKitty(9)	minKitty(10)	maxKitty(11)	stdKitty(12)
3300	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
3360	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
3420	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
3480	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
3540	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
3600	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
3660	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
3720	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
3780	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
3840	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
3900	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
3960	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4020	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4080	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4140	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4200	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4260	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4320	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4380	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4440	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4500	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4560	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4620	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4680	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4740	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4800	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4860	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4920	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
4980	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
5040	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
5100	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
5160	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
5220	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
5280	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
5340	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
5400	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
5460	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
5520	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
5580	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
5640	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
5700	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
5760	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
5820	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
5880	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
5940	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6000	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6060	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6120	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6180	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6240	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6300	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6360	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6420	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6480	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6540	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6600	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6660	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6720	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6780	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6840	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6900	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
6960	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7020	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7080	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7140	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7200	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7260	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7320	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7380	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7440	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7500	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7560	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7620	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7680	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7740	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7800	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7860	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7920	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
7980	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
8040	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
8100	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
8160	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
8220	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
8280	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
8340	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
8400	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
8460	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
8520	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
8580	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
8640	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
8700	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
8760	0.0	0.0	0.0	0.0	1.8	0.7483314773547883	9	1.8	1	3	0.7483314773547883
